ID,Description_Lang_enUS
4646,Thunderheart Helmet
4647,Cover of Ursoc the Mighty
4648,Crown of Dath'Remar
4649,Gloves of Tyri's Power
4650,Helm of Arcane Purity
4651,Helm of Uther's Resolve
4652,Mask of the Fury Hunter
4653,Shroud of Chieftain Ner'zhul
4654,Bash Ale
4655,Black Coffee
4656,Blackrock Fortified Water
4657,Blackrock Mineral Water
4658,Blackrock Spring Water
4659,Blended Bean Brew
4660,Bottle of Pinot Noir
4661,Bottled Winterspring Water
4662,Bubbling Water
4663,Captain Rumsey's Lager
4664,Cenarion Spirits
4665,Cheap Beer
4666,Cherry Grog
4667,Conjured Crystal Water
4668,Conjured Fresh Water
4669,Conjured Glacier Water
4670,Conjured Manna Biscuit
4671,Conjured Mineral Water
4672,Conjured Mountain Spring Water
4673,Conjured Purified Water
4674,Conjured Sparkling Water
4675,Conjured Spring Water
4676,Conjured Water
4677,Dark Dwarven Lager
4678,Darkmoon Special Reserve
4679,Don Carlos Tequila
4680,Dos Ogris
4681,Egg Nog
4682,Enchanted Water
4683,Enriched Terocone Juice
4684,Ethermead
4685,Evermurky
4686,Filtered Draenic Water
4687,Fizzy Faire Drink
4688,Flagon of Mead
4689,Flask of Port
4690,Gilneas Sparkling Water
4691,Goldthorn Tea
4692,Greatfather's Winter Ale
4693,Holiday Spirits
4694,Hot Apple Cider
4695,Ice Cold Milk
4696,Junglevine Wine
4697,Melon Juice
4698,Molasses Firewater
4699,Moonberry Juice
4700,Moonglow
4701,Morning Glory Dew
4702,Netehrgarde Bitter
4703,Plugger's Blackrock Ale
4704,Purified Draenic Water
4705,Refreshing Spring Water
4706,Rumsey Rum Black Label
4707,Rumsey Rum Dark
4708,Rumsey Rum Light
4709,Silverwine
4710,Skin of Dwarven Stout
4711,Southshore Stout
4712,Sparkling Southshore Cider
4713,Star's Lament
4714,Star's Tears
4715,Steamwheedle Fizzy Spirits
4716,Sulfuron Slammer
4717,Sweet Nectar
4718,Thistle Tea
4719,Greater Healthstone (0)
4720,Greater Healthstone (1)
4721,Greater Healthstone (2)
4722,Healthstone (0)
4723,Healthstone (1)
4724,Healthstone (2)
4725,Lesser Healthstone (0)
4726,Lesser Healthstone (1)
4727,Lesser Healthstone (2)
4728,Major Healthstone (0)
4729,Major Healthstone (1)
4730,Major Healthstone (2)
4731,Minor Healthstone (0)
4732,Minor Healthstone (1)
4733,Minor Healthstone (2)
4734,Master Healthstone (0)
4735,Master Healthstone (1)
4736,Master Healthstone (2)
4737,Exlated with the Argent Crusade
4738,Exlated with the Kalu'ak
4739,Exlated with the Frenzyheart Tribe
4740,Exlated with the Oracles
4741,Exlated with the Wyrmrest Accord
4742,Exlated with the Kirin Tor
4743,Exlated with the Knights of the Ebon Blade
4744,Exlated with the Warsong Offensive
4745,Exlated with the Hand of Vengeance
4746,Exlated with the Taunka
4747,Exlated with Valiance Expedition
4748,Exlated with the Explorer's League
4749,Exlated with the Silver Convenant
4750,Exlated with Ashtongue Deathsworn
4751,Exlated with Cenarion Expedition
4752,Exlated with Honor Hold
4753,Exlated with Thrallmar
4754,Exlated with the Kurenai
4755,Exlated with the Netherwing
4756,Exlated with Ogri'la
4757,Exlated with the Sporeggar
4758,Exlated with the Consortium
4759,Exlated with Lower City
4760,Exlated with the Sha'tari Skyguard
4761,Exlated with the Shattered Sun Offensive
4762,Exlated with the Aldor
4763,Exlated with the Scryers
4764,Exlated with the Sha'tar
4765,Exlated with the Keepers of Time
4766,Exlated with the Scale of the Sands
4767,Exlated with the Violet Eye
4768,Cloak is Epic!
4769,Body is Epic!
4770,Chest is Epic!
4771,Feet are epic!
4772,Ring is Epic!
4773,Ring is Epic!
4774,Gloves are Epic!
4775,Helm is Epic!
4776,Legs are Epic!
4777,Weapon is Epic!
4778,Necklace is Epic!
4779,Off-hand is Epic!
4780,Ranged/Wand/Relic is Epic!
4781,Shoulders are Epic!
4782,Tabard is Epic!
4783,Trinket is Epic!
4784,Trinket is Epic!
4785,Belt is Epic!
4786,Bracers are Epic!
4787,Number of mounts
4788,Vanity pets owned
4789,Warglaive of Azzinoth
4790,Warglaive of Azzinoth
4791,Black Bow of the Betrayer
4792,Bulwark of Azzinoth
4793,Cowl of the Illidari High Lord
4794,Crystal Spire of Karabor
4795,Cursed Vision of Sargeras
4796,Faceplate of the Impenetrable
4797,Memento of Tyrande
4798,Shard of Azzinoth
4799,Shroud of the Highborne
4800,Stormrage Signet Ring
4801,The Skull of Gul'dan
4802,"Zhar'doom, Greatstaff of the Devourer"
4803,Lightbringer Breastplate
4804,Lightbringer Chestguard
4805,Lightbringer Chestpiece
4806,Robe of the Malefic
4807,Shroud of Absolution
4808,Vestments of Absolution
4809,Gronnstalker's Chestguard
4810,Onslaught Breastplate
4811,Onslaught Chestguard
4812,Skyshatter Breastplate
4813,Skyshatter Chestguard
4814,Skyshatter Tunic
4815,Robes of the Tempest
4816,Slayer's Chestguard
4817,Thunderheart Chestguard
4818,Thunderheart Tunic
4819,Thunderheart Vest
4820,Ashes of Al'ar
4821,Band of the Ranger-General
4822,Crown of the Sun
4823,Gauntlets of the Sun King
4824,Leggings of Murderous Intent
4825,Rod of the Sun King
4826,Royal Cloak of the Sunstriders
4827,Royal Gauntlets of Silvermoon
4828,Sunhawk Leggings
4829,Sunshower Light Cloak
4830,Thalassian Wildercloak
4831,The Nexus Key
4832,Twinblade of the Phoenix
4833,Cataclysm Chestguard
4834,Cataclysm Chestpiece
4835,Crystalforge Breastplate
4836,Crystalforge Chestguard
4837,Crystalforge Chestpiece
4838,Deathmantle Chestguard
4839,Destroyer Breastplate
4840,Destroyer Chestguard
4841,Rift Stalker Hauberk
4842,Robe of the Corruptor
4843,Robes of Tirisfal
4844,Shroud of the Avatar
4845,Vestments of the Avatar
4846,Nordrassil Chestguard
4847,Nordrassil Chestpiece
4848,Nordrassil Chestplate
4849,Belt of One-Hundred Deaths
4850,Cobra-Lash Boots
4851,Cobra-Lash Boots
4852,Coral Band of the Revived
4853,Fang of Vashj
4854,Glorious Gauntlets of Crestfall
4855,Krakken-Heart Breastplate
4856,Lightfathom Scepter
4857,Prism of Inner Calm
4858,Ring of Endless Coils
4859,Runetotem's Mantle
4860,Serpent Spine Longbow
4861,Vestments of the Sea-Witch
4862,Cataclysm Headguard
4863,Cataclysm Headpiece
4864,Cataclysm Helm
4865,Crystalforge Faceguard
4866,Crystalforge Greathelm
4867,Crystalforge War-Helm
4868,Deathmantle Helm
4869,Cowl of the Avatar
4870,Destroyer Battle-Helm
4871,Destroyer Greathelm
4872,Hood of the Avatar
4873,Hood of the Corruptor
4874,Rift Stalker Helm
4875,Nordrassil Headdress
4876,Nordrassil Headguard
4877,Nordrassil Headpiece
4878,Cowl of Tirisfal
4879,Aegis of the Vindicator
4880,Cloak of the Pit Stalker
4881,Crystalheart Pulse-Staff
4882,Eredar Wand of Obliteration
4883,Eye of Magtheridon
4884,Glaive of the Pit
4885,Karaborian Talisman
4886,Liar's Tongue Gloves
4887,Soul-Eater's Handwraps
4888,Terror Pit Girdle
4889,Thundering Greathelm
4890,Cyclone Breastplate
4891,Cyclone Chestguard
4892,Cyclone Hauberk
4893,Justicar Breastplate
4894,Justicar Chestguard
4895,Justicar Chestpiece
4896,Netherblade Chestpiece
4897,Breastplate of Malorne
4898,Chestguard of Malorne
4899,Chestpiece of Malorne
4900,Robes of the Incarnate
4901,Shroud of the Incarnate
4902,Warbringer Breastplate
4903,Warbringer Chestguard
4904,Demon Stalker Harness
4905,Vestments of the Aldor
4906,Voidheart Robe
4907,Pit Lord's Satchel
4908,Aldori Legacy Defender
4909,Axe of the Gronn Lords
4910,Bloodmaw Magus-Blade
4911,Collar of Cho'gall
4912,Cowl of Nature's Breath
4913,Dragonspine Trophy
4914,Eye of Gruul
4915,Gauntlets of Martial Perfection
4916,Gauntlets of the Dragonslayer
4917,Gronn-Stitched Girdle
4918,Shuriken of Negation
4919,Teeth of Gruul
4920,Windshear Boots
4921,Cyclone Kilt
4922,Cyclone Legguards
4923,Cyclone War-Kilt
4924,Justicar Greaves
4925,Justicar Leggings
4926,Justicar Legguards
4927,Netherblade Breeches
4928,Britches of Malorne
4929,Greaves of Malorne
4930,Legguards of Malorne
4931,Leggings of the Incarnate
4932,Trousers of the Incarnate
4933,Warbringer Greaves
4934,Warbringer Legguards
4935,Demon Stalker Greaves
4936,Legwraps of the Aldor
4937,Voidheart Leggings
4939,Trial of the Naaru: Magtheridon
4940,Allerian Stronghold
4941,Mark of C'Thun
4942,Girdle of the Endless Pit
4943,Total healing done
4944,Total NPC kills
4946,Kill an NPC that yields XP
4948,Beasts
4949,Demons
4950,Dragonkin
4951,Elemental
4952,Giant
4953,Humanoid
4954,Mechanical
4955,Undead
4956,Unspecified
4957,Totems
4958,Critters killed
4959,2v2 Arena Kills
4960,3v3 Arena Kills
4961,5v5 Arena Kills
4962,2v2 Deaths
4963,3v3 Deaths
4964,5v5 Deaths
4965,Killed by Vanndar Stormpike
4966,Resurrection (Rank 6)
4967,Resurrection (Rank 5)
4968,Resurrection (Rank 4)
4969,Resurrection (Rank 3)
4970,Resurrection (Rank 2)
4971,Resurrection (Rank 1)
4972,Rebirth (Rank 6)
4973,Rebirth (Rank 5)
4974,Rebirth (Rank 4)
4975,Rebirth (Rank 3)
4976,Rebirth (Rank 2)
4977,Rebirth (Rank 1)
4978,Revive (Rank 6)
4979,Revive (Rank 5)
4980,Revive (Rank 4)
4981,Revive (Rank 3)
4982,Revive (Rank 2)
4983,Revive (Rank 1)
4984,Daily quests
4985,Daily quests complete
4987,5-man instances run
4988,10-man instances run
4989,25-man raids run
4990,Enchanting formulae known
4991,Disenchanted items
4992,Portal to Shattrath
4993,Portal to Dalaran
4994,Portal to Darnassus
4995,Portal to Exodar
4996,Portal to Shattrath
4997,Portal to Ironforge
4998,Portal to Orgrimmar
4999,Portal to Silvermoon
5000,Portal to Stonard
5001,Portal to Stormwind
5002,Portal to Theramore
5003,Portal to Thunder Bluff
5004,Portal to Undercity
5008,Hearthstone
5018,Level to 80
5019,Complete 130 quests in Borean Tundra
5020,Stormwind City
5021,Ironforge
5022,Darnassus
5023,Cenarion Enclave
5024,Craftsmen's Terrace
5025,The Temple Gardens
5026,Tradesmen's Terrace
5027,Warrior's Terrace
5028,The Exodar
5029,Valley of Heroes
5030,Stormwind Harbor
5031,Orgrimmar
5032,Silvermoon City
5033,Shepherd's Gate
5034,Thunder Bluff
5035,Elder Rise
5036,Hunter Rise
5037,Spirit Rise
5038,The Pools of Vision
5039,Undercity
5040,Complete 105 quests in Howling Fjord
5041,Complete 75 quests in Grizzly Hills
5042,Complete 140 quests in Boren Tundra
5043,Complete 140 quests in Borean Tundra
5044,Complete 130 quests in Dragonblight
5045,Nothing Boring About Borean
5046,Might of Dragonblight
5047,The Empire of Zul'Drak
5048,Fo' Grizzle My Shizzle
5049,I've Toured the Fjord
5050,Into the Basin
5051,The Summit of Storm Peaks
5052,Icecrown: The Final Goal
5053,Eck the Ferocious
5054,Amanitar
5055,Dragon's Blood Cape
5056,Shard of the Flame
5057,Saving the Best for Last
5058,Saving the Best for Last
5059,Saving the Best for Last
5060,Saving the Best for Last
5061,Saving the Best for Last
5062,Saving the Best for Last
5063,Saving the Best for Last
5064,Saving the Best for Last
5065,Saving the Best for Last
5066,Saving the Best for Last
5067,Saving the Best for Last
5068,Saving the Best for Last
5069,Saving the Best for Last
5070,Saving the Best for Last
5071,Saving the Best for Last
5072,Saving the Best for Last
5073,Saving the Best for Last
5074,Saving the Best for Last
5075,Saving the Best for Last
5076,"Do 300,000 Damage in Strand of the Ancients"
5077,"300,000 healing in sota"
5078,Wetlands
5079,Flimsy Female Blood Elf Mask
5080,Flimsy Female Draenei Mask
5081,Flimsy Female Dwarf Mask
5082,Flimsy Female Gnome Mask
5083,Flimsy Female Human Mask
5084,Flimsy Female Nightelf Mask
5085,Flimsy Female Orc Mask
5086,Flimsy Female Tauren Mask
5087,Flimsy Female Troll Mask
5088,Flimsy Female Undead Mask
5089,Flimsy Male Blood Elf Mask
5090,Flimsy Male Draenei Mask
5091,Flimsy Male Dwarf Mask
5092,Flimsy Male Gnome Mask
5093,Flimsy Male Human Mask
5094,Flimsy Male Nightelf Mask
5095,Flimsy Male Orc Mask
5096,Flimsy Male Tauren Mask
5097,Flimsy Male Troll Mask
5098,Flimsy Male Undead Mask
5099,The Violet Hold Key
5100,Anub'Rekhan
5101,Grand Widow Faerlina
5102,Maexxna
5103,Patchwerk
5104,Noth the Plaguebringer
5108,Gothik the Harvester
5110,Patchwerk
5111,Anub'Rekhan
5112,Heigan the Unclean
5113,Loatheb
5114,Grobbulus
5117,Gluth
5119,Thaddius
5120,Instructor Razuvious
5121,<NYI> Need to hook up event
5122,Sapphiron
5123,Kel'Thuzad
5124,Gluth
5125,Gothik the Harvester
5126,Grand Widow Faerlina
5127,Grobbulus
5128,Heigan the Unclean
5129,<NYI> Need to hook up event
5130,Instructor Razuvious
5131,Loatheb
5132,Maexxna
5133,Noth the Plaguebringer
5134,Thaddius
5135,Sapphiron
5136,Kel'Thuzad
5137,Malygos
5138,Sartharion the Onyx Guardian
5139,Sartharion the Onyx Guardian
5140,Malygos
5141,Elder Sardis in Valiance Keep
5142,Elder Beldak in Westfall Brigade
5143,Elder Morthie in Star's Rest
5144,Elder Fargal in Frosthold
5145,Elder Arp in D.E.H.T.A
5146,Elder Northal in Transitus Shield
5147,Elder Sandrene in Lakeside Landing
5148,Elder Wanikaya in Rainspeaker Rapids
5149,Elder Lunaro in Ruins of Tethys
5150,Elder Bluewolf in Wintergrasp
5151,Elder Tauros in Zim'Torga
5154,Elder Thoim in Moa'ki Harbor
5155,Elder Graymane in K3
5156,Elder Stonebeard in Bouldercrag's Refuge
5157,Elder Pamuya in Warsong Hold
5158,Elder Whurain in Camp Oneqwah
5159,Elder Skywarden in Agmar's Hammer
5160,Elder Muraco in Camp Tunka'lo
5162,Elders of Northrend
5178,Major Combat Healing Potion
5179,Major Combat Healing Potion
5180,Major Combat Healing Potion
5181,Major Combat Healing Potion
5182,Resurgent Healing Potion
5183,Runic Healing Potion
5184,Runic Mana Potion
5185,Major Combat Mana Potion
5186,Major Combat Mana Potion
5187,Major Combat Mana Potion
5188,Major Combat Mana Potion
5189,Icy Mana Potion
5190,Aerie Peak Pale Ale
5191,Aromatic Honey Brew
5192,Aromatic Honey Brew
5193,Blackrock Lager
5194,Blackrock Lager
5195,Binary Brew
5196,Binary Brew
5203,King Varian Wrynn
5212,Level 80
5213,Level to 80
5214,Level to 80
5215,Level to 80
5216,Level to 80
5217,Level to 80
5218,Level to 80
5219,Level to 80
5220,Level to 80
5221,Level to 80
5223,Malygos
5224,Sartharion the Onyx Guardian
5227,Kel'Thuzad
5229,Level to 80
5230,Level to 80
5231,Level to 80
5232,Level to 80
5233,Level to 80
5234,Level to 80
5235,Level to 80
5236,Level to 80
5237,Level to 80
5238,Level to 80
5240,Skill to 450
5241,Skill to 450
5242,Skill to 450
5243,Skill to 450
5244,Skill to 450
5245,Grand Magus Telestra
5246,Anomalus
5247,Ormorok the Tree-Shaper
5248,Keristrasza
5249,Skill to 450
5250,Skill to 450
5251,Skill to 450
5252,Skill to 450
5253,Skill to 450
5254,Skill to 450
5255,Skill to 450
5256,Skill to 450
5257,Skill to 450
5258,Landmine Knockback
5259,Elder Jarten in Utgarde Keep
5260,Elder Igasho in The Nexus
5261,Elder Nurgen in Azjol-Nerub
5262,Elder Kilias in Drak'Tharon Keep
5263,Elder Ohanzee in Gundrak
5264,Elder Yurauk in the Halls of Stone
5265,Elder Chogan'gada in Utgarde Pinnacle
5266,Wetlands
5267,Zhevra
5268,Zhevra
5269,Zhevra
5270,Ahune Kill Quest
5272,Snowball Cairne Bloodhoof
5274,Orgrimmar
5275,Stormwind
5276,Barrelhead Goby School
5278,Borean Man O' War School
5279,Deep Sea Monsterbelly School
5280,Dragonfin Angelfish School
5281,Fangtooth Herring School
5282,Glacial Salmon School
5283,Glassfin Minnow School
5284,Imperial Manta Ray School
5285,Moonglow Cuttlefish School
5286,Musselback Sculpin School
5287,Nettlefish School
5288,Fish and other things caught
5289,Quests abandoned
5290,The Azure Front
5291,The Decrepit Flow
5292,Sunreaver's Command
5293,Forlorn Woods
5294,Windrunner's Overlook
5295,The Great Tree
5296,Violet Stand
5297,The Unbound Thicket
5298,Crystalsong Forest
5299,Factions at revered
5300,Factions at honored
5301,Total factions encountered
5304,
5305,Flight paths taken
5306,The Argent Crusade
5307,The Wyrmrest Accord
5308,The Kirin Tor
5309,Knights of the Ebon Blade
5310,Badges of Justice acquired
5311,Emblems of Heroism acquired
5312,Emblems of Valor acquired
5313,Exalted with Darkspear Trolls
5314,Exalted with Orgrimmar
5315,Exalted with Thunder Bluff
5316,Exalted with Undercity
5317,Exalted with Silvermoon City
5318,Exalted with The Defilers
5319,Exalted with Warsong Outriders
5320,Exalted with Frostwolf Clan
5321,Exalted with The Mag'har
5322,Exalted with Thrallmar
5323,Exalted with Tranquillen
5324,Exalted with Warsong Offensive
5325,Exalted with The Hand of Vengeance
5326,Exalted with The Taunka
5327,Exalted with The Sunreavers
5328,Exalted with Darnassus
5329,Exalted with Gnomergan
5330,Exalted with Ironforge
5331,Exalted with Stormwind
5332,Exalted with Exodar
5333,Exalted with The League of Arathor
5334,Exalted with Silverwing Sentinels
5335,Exalted with Stormpike Guard
5336,Exalted with Honor Hold
5337,Exalted with Kurenai
5338,Exalted with Wintersaber Trainers
5339,Exalted with Valiance Expedition
5340,Exalted with The Silver Covenant
5341,Exalted with Explorers' League
5342,Exalted with The Sunreavers
5343,
5344,
5345,
5371,Largest hit received
5372,Total damage received
5373,Largest hit dealt
5374,Largest heal received
5375,Total healing received
5376,Largest heal cast
5377,Prince Keleseth
5378,Skarvald the Constructor
5379,Dalronn the Controller
5380,Ingvar the Plunderer
5381,Grand Magus Telestra
5382,Anomalus
5383,Ormorok the Tree-Shaper
5384,Keristrasza
5436,Krik'thir the Gatewatcher
5437,Hadronox
5438,Anub'arak
5439,Prince Taldaram
5440,Elder Nadox
5441,Jedoga Shadowseeker
5442,Herald Volazj
5443,Trollgore
5444,Novos the Summoner
5445,King Dred
5446,The Prophet Tharon'ja
5447,Cyanigosa
5448,Slad'ran
5449,Moorabi
5450,Drakkari Colossus
5451,Gal'darah
5452,Maiden of Grief
5453,Krystallus
5454,Sjonnir the Ironshaper
5455,General Bjarngrim
5456,Ionar
5457,Volkhan
5458,Loken
5459,Drakos the Interrogator
5460,Mage-Lord Urom
5461,Varos Cloudstrider
5462,Ley-Guardian Eregos
5463,Skadi the Ruthless
5464,King Ymiron
5465,Svala Sorrowgrave
5466,Gortok Palehoof
5467,Meathook
5468,Chrono-Lord Epoch
5469,Salramm the Fleshcrafter
5492,Eastern Kingdoms
5493,Kalimdor
5494,Outland
5495,Northrend
5499,Arathi Basin
5500,Alterac Valley
5501,Warsong Gulch
5502,Eye of the Storm
