ID,Title_Lang_enUS,Description_Lang_enUS,Reward_Lang_enUS
4618,"Once Bitten, Twice Shy (25 player)",Defeat Blood-Queen Lana'thel once as a vampire and again without becoming a vampire in 25-player mode.,
4619,Portal Jockey (25 player),Enter every portal spawned by Valithria Dreamwalker before healing her to full health in 25-player mode.,
4620,All You Can Eat (25 player),Defeat Sindragosa in 25-player mode without any member of your raid receiving more than 5 stacks of Mystic Buffet.,
4621,Been Waiting a Long Time for This (25 player),Allow Necrotic Plague to stack to 30 before defeating the Lich King in 25-player mode.,
4622,Neck-Deep in Vile (25 player),Kill every Vile Spirit that spawns before it explodes and then defeat the Lich King in 25-player mode.,
4623,Shadowmourne,Wielder of Shadowmourne.,
4624,Tough Love,Defeat the trio of Crown Chemical Co. apothecaries in Shadowfang Keep.,
4625,Invincible's Reins,Obtain Invincible from Arthas in Icecrown Citadel.,
4626,And I'll Form the Head!,Obtain Mimiron's Head from 25-player Yogg-Saron with no Keepers assisting you.,
4627,Big Love Rocket,Obtain the Big Love Rocket from Apothecary Hummel in Shadowfang Keep during Love is in the Air.,
4628,Heroic: Storming the Citadel (10 player),Defeat the first four bosses in Icecrown Citadel in 10-player Heroic mode.,
4629,Heroic: The Plagueworks (10 player),Defeat the bosses of The Plagueworks in Icecrown Citadel in 10-player Heroic mode.,
4630,Heroic: The Crimson Hall (10 player),Defeat the bosses of The Crimson Hall in Icecrown Citadel in 10-player Heroic mode.,
4631,Heroic: The Frostwing Halls (10 player),Defeat the bosses of The Frostwing Halls in Icecrown Citadel in 10-player Heroic mode.,
4632,Heroic: Storming the Citadel (25 player),Defeat the first four bosses in Icecrown Citadel in 25-player Heroic mode.,
4633,Heroic: The Plagueworks (25 player),Defeat the bosses of The Plagueworks in Icecrown Citadel in 25-player Heroic mode.,
4634,Heroic: The Crimson Hall (25 player),Defeat the bosses of The Crimson Hall in Icecrown Citadel in 25-player Heroic mode.,
4635,Heroic: The Frostwing Halls (25 player),Defeat the bosses of The Frostwing Halls in Icecrown Citadel in 25-player Heroic mode.,
4636,Heroic: Fall of the Lich King (10 player),Defeat every boss in Icecrown Citadel in 10-player Heroic mode.,
4637,Heroic: Fall of the Lich King (25 player),Defeat every boss in Icecrown Citadel in 25-player Heroic mode.,
4639,Lord Marrowgar kills (Icecrown 10 player),Lord Marrowgar kills (Icecrown 10 player),
4640,Lord Marrowgar kills (Heroic Icecrown 10 player),Lord Marrowgar kills (Heroic Icecrown 10 player),
4641,Lord Marrowgar kills (Icecrown 25 player),Lord Marrowgar kills (Icecrown 25 player),
4642,Lord Marrowgar kills (Heroic Icecrown 25 player),Lord Marrowgar kills (Heroic Icecrown 25 player),
4643,Lady Deathwhisper kills (Icecrown 10 player),Lady Deathwhisper kills (Icecrown 10 player),
4644,Gunship Battle victories (Icecrown 10 player),Gunship Battle victories (Icecrown 10 player),
4645,Deathbringer kills (Icecrown 10 player),Deathbringer kills (Icecrown 10 player),
4646,Festergut kills (Icecrown 10 player),Festergut kills (Icecrown 10 player),
4647,Rotface kills (Icecrown 10 player),Rotface kills (Icecrown 10 player),
4648,Blood Prince Council kills (Icecrown 10 player),Blood Prince Council kills (Icecrown 10 player),
4649,Valithria Dreamwalker rescues (Icecrown 10 player),Valithria Dreamwalker rescues (Icecrown 10 player),
4650,Professor Putricide kills (Icecrown 10 player),Professor Putricide kills (Icecrown 10 player),
4651,Blood Queen Lana'thel kills (Icecrown 10 player),Blood Queen Lana'thel kills (Icecrown 10 player),
4652,Sindragosa kills (Icecrown 10 player),Sindragosa kills (Icecrown 10 player),
4653,Victories over the Lich King (Icecrown 10 player),Victories over the Lich King (Icecrown 10 player),
4654,Lady Deathwhisper kills (Heroic Icecrown 10 player),Lady Deathwhisper kills (Heroic Icecrown 10 player),
4655,Lady Deathwhisper kills (Icecrown 25 player),Lady Deathwhisper kills (Icecrown 25 player),
4656,Lady Deathwhisper kills (Heroic Icecrown 25 player),Lady Deathwhisper kills (Heroic Icecrown 25 player),
4657,Toravon the Ice Watcher kills (Wintergrasp 10 player),Toravon the Ice Watcher kills (Wintergrasp 10 player),
4658,Toravon the Ice Watcher kills (Wintergrasp 25 player),Toravon the Ice Watcher kills (Wintergrasp 25 player),
4659,Gunship Battle victories (Heroic Icecrown 10 player),Gunship Battle victories (Heroic Icecrown 10 player),
4660,Gunship Battle victories (Icecrown 25 player),Gunship Battle victories (Icecrown 25 player),
4661,Gunship Battle victories (Heroic Icecrown 25 player),Gunship Battle victories (Heroic Icecrown 25 player),
4662,Deathbringer kills (Heroic Icecrown 10 player),Deathbringer kills (Heroic Icecrown 10 player),
4663,Deathbringer kills (Icecrown 25 player),Deathbringer kills (Icecrown 25 player),
4664,Deathbringer kills (Heroic Icecrown 25 player),Deathbringer kills (Heroic Icecrown 25 player),
4665,Festergut kills (Heroic Icecrown 10 player),Festergut kills (Heroic Icecrown 10 player),
4666,Festergut kills (Icecrown 25 player),Festergut kills (Icecrown 25 player),
4667,Festergut kills (Heroic Icecrown 25 player),Festergut kills (Heroic Icecrown 25 player),
4668,Rotface kills (Heroic Icecrown 10 player),Rotface kills (Heroic Icecrown 10 player),
4669,Rotface kills (Icecrown 25 player),Rotface kills (Icecrown 25 player),
4670,Rotface kills (Heroic Icecrown 25 player),Rotface kills (Heroic Icecrown 25 player),
4671,Blood Prince Council kills (Heroic Icecrown 10 player),Blood Prince Council kills (Heroic Icecrown 10 player),
4672,Blood Prince Council kills (Icecrown 25 player),Blood Prince Council kills (Icecrown 25 player),
4673,Blood Prince Council kills (Heroic Icecrown 25 player),Blood Prince Council kills (Heroic Icecrown 25 player),
4674,Valithria Dreamwalker rescues (Heroic Icecrown 10 player),Valithria Dreamwalker rescues (Heroic Icecrown 10 player),
4675,Valithria Dreamwalker rescues (Icecrown 25 player),Valithria Dreamwalker rescues (Icecrown 25 player),
4676,Valithria Dreamwalker rescues (Heroic Icecrown 25 player),Valithria Dreamwalker rescues (Heroic Icecrown 25 player),
4677,Professor Putricide kills (Heroic Icecrown 10 player),Professor Putricide kills (Heroic Icecrown 10 player),
4678,Professor Putricide kills (Icecrown 25 player),Professor Putricide kills (Icecrown 25 player),
4679,Professor Putricide kills (Heroic Icecrown 25 player),Professor Putricide kills (Heroic Icecrown 25 player),
4680,Blood Queen Lana'thel kills (Heroic Icecrown 10 player),Blood Queen Lana'thel kills (Heroic Icecrown 10 player),
4681,Blood Queen Lana'thel kills (Icecrown 25 player),Blood Queen Lana'thel kills (Icecrown 25 player),
4682,Blood Queen Lana'thel kills (Heroic Icecrown 25 player),Blood Queen Lana'thel kills (Heroic Icecrown 25 player),
4683,Sindragosa kills (Icecrown 25 player),Sindragosa kills (Icecrown 25 player),
4684,Sindragosa kills (Heroic Icecrown 10 player),Sindragosa kills (Heroic Icecrown 10 player),
4685,Sindragosa kills (Heroic Icecrown 25 player),Sindragosa kills (Heroic Icecrown 25 player),
4686,Victories over the Lich King (Heroic Icecrown 10 player),Victories over the Lich King (Heroic Icecrown 10 player),
4687,Victories over the Lich King (Icecrown 25 player),Victories over the Lich King (Icecrown 25 player),
4688,Victories over the Lich King (Heroic Icecrown 25 player),Victories over the Lich King (Heroic Icecrown 25 player),
4713,Bronjahm kills (Forge of Souls),,
4714,Bronjahm kills (Heroic Forge of Souls),,
4715,Devourer of Souls kills (Forge of Souls),,
4716,Devourer of Souls kills (Heroic Forge of Souls),,
4717,Forgemaster Garfrost kills (Pit of Saron),,
4718,Ick and Krick kills (Pit of Saron),,
4719,Ick and Krick kills (Heroic Pit of Saron),,
4720,Scourgelord Tyrannus kills (Pit of Saron),,
4721,Scourgelord Tyrannus kills (Heroic Pit of Saron),,
4722,Falric kills (Halls of Reflection),,
4723,Falric kills (Heroic Halls of Reflection),,
4724,Marwyn kills (Halls of Reflection),,
4725,Marwyn kills (Heroic Halls of Reflection),,
4726,Lich King escapes (Halls of Reflection),,
4727,Lich King escapes (Heroic Halls of Reflection),,
4728,Forgemaster Garfrost kills (Heroic Pit of Saron),,
4729,Emblems of Triumph acquired,Emblems of Triumph acquired,
4730,Emblems of Frost acquired,Emblems of Frost acquired,
4777,Isle of Conquest Killing Blows,Isle of Conquest Killing Blows,
4778,Disenchant rolls made on loot,Disenchant rolls made on loot,
4779,Isle of Conquest Honorable Kills,Isle of Conquest Honorable Kills,
4780,Deaths in Trial of the Crusader,Deaths in Trial of the Crusader,
4781,Deaths in Icecrown Citadel,Deaths in Icecrown Citadel,
4782,Green Brewfest Stein,Proud owner of the 2009 Vintage Green Brewfest Stein.,
4784,Emblematic,Earn any variety of Emblem.,
4785,Emblematic,Earn any variety of Emblem.,
4786,Operation: Gnomeregan,You assisted High Tinker Mekkatorque and the Gnomeregan Exiles in the recapture of Gnomeregan's surface.,
4790,Zalazane's Fall,"You assisted Vol'jin in the final defeat of Zalazane, recapturing the Echo Isles for the Darkspear trolls.",
4815,The Twilight Destroyer (25 player),Defeat Halion in The Ruby Sanctum in 25-player mode.,
4816,Heroic: The Twilight Destroyer (25 player),Defeat Halion in The Ruby Sanctum in 25-player Heroic mode.,
4817,The Twilight Destroyer (10 player),Defeat Halion in The Ruby Sanctum in 10-player mode.,
4818,Heroic: The Twilight Destroyer (10 player),Defeat Halion in The Ruby Sanctum in 10-player Heroic mode.,
4820,Halion kills (Ruby Sanctum 25 player),Halion kills (Ruby Sanctum 25 player),
4821,Halion kills (Ruby Sanctum 10 player),Halion kills (Ruby Sanctum 10 player),
4822,Halion kills (Heroic Ruby Sanctum 10 player),Halion kills (Heroic Ruby Sanctum 10 player),
4823,Halion kills (Heroic Ruby Sanctum 25 player),Halion kills (Heroic Ruby Sanctum 25 player),
4824,Collector's Edition: Mini Thor,Owner of the Starcraft II Collector's Edition Mini Thor pet.,
