ID,Text_lang,Text1_lang
90090,,"I am sad for the loss, but glad for your victory."
90091,,"Fear not, a simple healing spell will set that to rights."
90092,,Life is full of surprises.
90093,,The Light has not yet taken her.  She simply rests.
90094,,"The moth is drawn to the flame, it seems."
90095,,Life is full of surprises.
90096,,It is folly to underestimate the stength of nature.
90097,,"The moth is delicate, but not without defenses."
90098,,Do not despair. Both you and your pet can learn from this.
90099,,A tender lesson learned too late.
90105,The darkness... it flows within me. It seeps from every vein.,
90106,"Come, strangers! Cross into the realm of the Shadow Lands! I shall deliver you to your death.",
90250,Any bites yet?  I have found that patience (and beer) really helps bring in the big catch!,
90251,Did you bring a cooler?  Don't EVER go fishing without a cooler!,
90252,Any bites yet?  I have found that patience (and beer) really helps bring in the big catch!,
90253,*HIC!*  Was that a dolphin?!  *HIC!*  I love dolphins!,
90254,Seriously?  I think I would actually just throw that one back.,
90265,See ya!,
90266,"I will be back later, save me a beer!",
90267,Good luck on the lunkers!,
90268,Howdy $n!  Any luck out here?,
90269,"$n, I found ya!",
90270,Greetings $n!,
90493,The Exarchs are charged with leading the draenei people. We represent and uphold the values of our society.,
90511,,It's been years since I've been out in the field like this.$B$B<The stately archmage takes a deep breath.>$B$BThere's nothing like the smell of clean air and danger.
90512,,"If it were up to me, I'd be the one to carry out this mission. But Archmage Khadgar insisted that you would have a more delicate touch."
90513,,"I still bear old wounds from the demons' first coming to Azeroth. I remember the horror, the madness, and the stillness that descended upon a city destroyed.$B$BI will do anything in my power to prevent that from happening again."
90514,,"I cannot fathom why anyone would pledge themselves to the Legion.$B$BThere are those who lust for power, and do not know how to wield it."
90515,,"The Sargerei village is like a beehive.$B$BDisturb its denizens, and we will get stung. Destroy it in flames, and we will destroy the precious honeycomb as well.$B$BThe only way to retrieve the information we seek is through sublety."
90522,,"Exarch Othaar's betrayal was sudden. How could a leader of the draenei turn his back on the Light, and embrace the enemies who persecuted his entire race?"
90525,,"His new allies have given him a new name, and a new identity - ""Socrethar."" He is a powerful enemy, and I fear what he is capable of."
90528,,"Have you heard of me, $n? I am Modera, archmage of the Council of Six, which rules the Kirin Tor and Dalaran.$B$BI could wipe out this entire village if I chose.$B$BBut that is not why we are here. As I have learned through the years, sometimes you need honey to catch a fly."
90779,,"Ah, hero... I knew you would come. Gaze upon the source of your demise!"
90780,,"Now, I will leave you a taste of the Iron Horde's new power!"
90809,How about we see who is on the other side of these anomalous shenanigans?,
90811,Temporal juxtaposition incoming!,
90813,Wow! It worked. And we haven't been temporally inverted.,
90900,"I'm sorry, Cenarius. I believed in your cause, but I couldn't bring myself to turn against...",
90901,,"You've done me a great service today, Farondis."
90902,,What a shame that you won't LIVE to reap the benefits of my gratitude.
90903,...what?!,
90904,,This whole valley is filled with plotters and schemers.
90905,,Cavorting with Cenarius behind my back? I will NOT tolerate dissent!
90910,,"Here it is, my Prince: The Tidestone of Golganneth, one of the seven Stones of Creation, and treasured relic of the kaldorei."
90911,Very good. Leave me.,
91842,"Commander, Morthis Whisperwing from the Druids of the Talon was looking for you. He can be found beneath the great tree to the south.",
92017,BLACKHAND,BLACKHAND
92018,GUL'DAN,GUL'DAN
92019,KARGATH,KARGATH
92020,KILROGG,KILROGG
92021,NER'ZHUL,NER'ZHUL
92034,"Alchemy Lab
Level 1",
92035,"Barn
Level 1",
92036,"Barracks
Level 1",
92037,"Dwarven Bunker
Level 1",
92038,"Enchanter's Study
Level 1",
92039,"Engineering Works
Level 1",
92040,"Fishing Shack
Level 1",
92041,"Gem Boutique
Level 1",
92042,"Gladiator's Sanctum
Level 1",
92043,"Gnomish Gearworks
Level 1",
92044,"Herb Garden
Level 1",
92045,"Lumber Mill
Level 1",
92046,"Lunarfall Excavation
Level 1",
92047,"Lunarfall Inn
Level 1",
92048,"Mage Tower
Level 1",
92049,"Menagerie
Level 1",
92050,"Salvage Yard
Level 1",
92051,"Scribe's Quarters
Level 1",
92052,"Stables
Level 1",
92053,"Storehouse
Level 1",
92054,"Tailoring Emporium
Level 1",
92055,"The Forge
Level 1",
92056,"The Tannery
Level 1",
92057,"Trading Post
Level 1",
92058,"Frostwall Mine
Level 1",
92059,"Frostwall Tavern
Level 1",
92060,"Goblin Workshop
Level 1",
92061,"Spirit Lodge
Level 1",
92062,"War Mill
Level 1",
92066,"Alchemy Lab
Level 2",
92067,"Barn
Level 2",
92068,"Barracks
Level 2",
92069,"Dwarven Bunker
Level 2",
92070,"Enchanter's Study
Level 2",
92071,"Engineering Works
Level 2",
92072,"Fishing Shack
Level 2",
92073,"Gem Boutique
Level 2",
92074,"Gladiator's Sanctum
Level 2",
92075,"Gnomish Gearworks
Level 2",
92076,"Herb Garden
Level 2",
92077,"Lumber Mill
Level 2",
92078,"Lunarfall Excavation
Level 2",
92079,"Lunarfall Inn
Level 2",
92080,"Mage Tower
Level 2",
92081,"Menagerie
Level 2",
92082,"Salvage Yard
Level 2",
92083,"Scribe's Quarters
Level 2",
92084,"Stables
Level 2",
92085,"Storehouse
Level 2",
92086,"Tailoring Emporium
Level 2",
92087,"The Forge
Level 2",
92088,"The Tannery
Level 2",
92089,"Trading Post
Level 2",
92090,"Frostwall Mine
Level 2",
92091,"Frostwall Tavern
Level 2",
92092,"Goblin Workshop
Level 2",
92093,"Spirit Lodge
Level 2",
92094,"War Mill
Level 2",
92095,"Alchemy Lab
Level 3",
92096,"Barn
Level 3",
92097,"Barracks
Level 3",
92098,"Dwarven Bunker
Level 3",
92099,"Enchanter's Study
Level 3",
92100,"Engineering Works
Level 3",
92101,"Fishing Shack
Level 3",
92102,"Gem Boutique
Level 3",
92103,"Gladiator's Sanctum
Level 3",
92104,"Gnomish Gearworks
Level 3",
92105,"Herb Garden
Level 3",
92106,"Lumber Mill
Level 3",
92107,"Lunarfall Excavation
Level 3",
92108,"Lunarfall Inn
Level 3",
92109,"Mage Tower
Level 3",
92110,"Menagerie
Level 3",
92111,"Salvage Yard
Level 3",
92112,"Scribe's Quarters
Level 3",
92113,"Stables
Level 3",
92114,"Storehouse
Level 3",
92115,"Tailoring Emporium
Level 3",
92116,"The Forge
Level 3",
92117,"The Tannery
Level 3",
92118,"Trading Post
Level 3",
92119,"Frostwall Mine
Level 3",
92120,"Frostwall Tavern
Level 3",
92121,"Goblin Workshop
Level 3",
92122,"Spirit Lodge
Level 3",
92123,"War Mill
Level 3",
92164,,You must all be taught a lesson.
92206,"Ten thousand years ago, I found myself mixed up with a rebel alliance of sorts.",
92207,This was during the pinnacle of Queen Azshara's power over the elves. Her abuse of magic had grown dangerously strong.,
92208,We plotted to use the Tidestone of Golganneth against the queen.,
92209,"Cenarius. I can wield the Tidestone, but I must warn you: we risk destroying the entire Well of Eternity!",
92210,"That, my friend, is precisely the plan.",
92211,"Fah! We need simply to do away with Queen Azshara herself, not the very source of our people's power.",
92212,I agree. We are firing a cannon at sparrows.,
92213,,We are fighting the greatest danger our world has ever seen!
92214,,"Even now, Queen Azshara colludes with demons. She puts our world at risk."
92215,"Very well. Prince Farondis, you can secure the Tidestone of Golganneth?",
92216,"I shall have it arranged, Cenarius.",
92360,My queen.,
92780,"This is a fortified high-security bastion. Only a fool would go into there without an army.$b$bI mean... good luck, Champion.$b$b<Khadgar gives you a comforting pat on the shoulder.>",
93026,Come with me. This is exactly what I need to undo Gul'dan's hold on Garona.,
93027,We're using the tools of our enemy against them.,
93028,"Not 'til my dying breath. I will end your torment, Garona.",
93029,"Om na ka om, Fel na om kal...",
93030,"Quickly, destroy that thing!",
93031,"Awaken, Garona. You are free at last.",
93032,"Come with me, Garona. Together we will plan for Gul'dan's downfall.",
93033,,Archmage. That is dark magic you're working with.
93034,,You are using the tools of our enemy!
93035,,I do not like this.
93036,,"Give me that orb, Khadgar. I will destroy that hideous thing."
93037,,"Haven't you given up already, mage?"
93038,,%s gasps in pain.
93039,,Gul'dan... he's not in my head anymore...
93040,,I owe everything to you! To both of you!
93041,,"I will do whatever it takes to stop Gul'dan. Wherever you lead, I will follow... commander!"
93462,,Ha ha ha haaa... my wrath is coming.
93463,Let us begin.,Let us begin.
93464,Impossible!,Impossible!
93465,I am victorious again.,I am victorious again.
93466,That was unexpected.,That was unexpected.
93467,Your pet will recover with time.,Your pet will recover with time.
93475,Let's see how you handle a different threat.,Let's see how you handle a different threat.
93645,,We seek Solog Roark!
93646,,We don't want you dead. We need a shipwright.
93647,"You found him. If you wish me dead, put a hammer in my hands and let's make a fight of it.",
93648,Hah! There's none better.,
93775,"Forget the Tidestone, brothers. Let the lizards and the lowborn have their crystal.",
93776,We will feast on the dragons instead!,
94046,"You pull the Ashbringer out of the ground, holding it up triumphantly. A moment later, Balanazzar appears in front of you.",
