ID,Description_lang,SourceText_lang
1149,These tiny flame imps roam the Molten Core in large swarms and can replenish their numbers rapidly.,|cFFFFD200Drop: |rMagmadar|n|cFFFFD200Zone: |rMolten Core
1150,"The cooled core of Golemagg, it appears to retain some semi-sentient properties.",|cFFFFD200Drop: |rGolemagg the Incinerator|n|cFFFFD200Zone: |rMolten Core|n
1151,One of Razorgore's eggs that miraculously survived in Blackwing Lair.,|cFFFFD200Drop: |rRazorgore the Untamed|n|cFFFFD200Zone: |rBlackwing Lair
1152,Opponents that face this fierce chromatic monstrosity just hope it doesn't have Time Stop!,|cFFFFD200Drop: |rChromaggus|n|cFFFFD200Zone: |rBlackwing Lair
1153,"A runt of the Black Talon, left to guard the whelps.",|cFFFFD200Drop: |rBroodlord Lashlayer|n|cFFFFD200Zone: |rBlackwing Lair
1154,This small globule didn't make it back to Viscidus in time to re-form.,|cFFFFD200Drop: |rViscidus|n|cFFFFD200Zone: |rAhn'Qiraj
1155,"An anubisath idol from the Temple of Ahn'qiraj, infused with ancient qiraji magic.",|cFFFFD200Drop: |rEmperor Vek'lor|n|cFFFFD200Zone: |rAhn'Qiraj
1156,"The bane of many an adventurer, to look into its eyes is to truly know madness.",|cFFFFD200Drop: |rThe Prophet Skeram|n|cFFFFD200Zone: |rAhn'Qiraj
1157,They only get more beautiful as they age.,|cFFFFD200Pet Battle:|r Northern Barrens
1158,"Hunted by locals for years, this is an extremely rare specimen.",|cFFFFD200Pet Battle:|r Feralas
1159,Most people have never read this book.,|cFFFFD200Pet Battle:|r Hillsbrad Foothills|n
1160,Never take your eye off of it.,|cFFFFD200Pet Battle:|r Deadwind Pass|n
1161,You better believe he knows what time it is.,|cFFFFD200Pet Battle:|r Caverns of Time|n
1162,"Originally created by the engineers in the bowels of Gnomeregan, the Fluxfire Feline is a marvel of modern engineering.",|cFFFFD200Pet Battle:|r Gnomeregan|n
1163,The engineering wizards in Everlook created this unique cub as a test model.  Unfortunately a few went rogue and were never recovered.,|cFFFFD200Pet Battle:|r Winterspring|n
1164,This model of raptors is produced in the Blade's Edge Mountains.  Their robotic roars are a common sound near Toshley Station.,|cFFFFD200Pet Battle:|r Blade's Edge Mountains|n
1165,"The runts of Malygos brood, these whelplings are prized for their boundless arcane magics.",|cFFFFD200Pet Battle:|r Coldarra|n
1166,"Indigenous to the peaks of Kun-Lai Summit, this rare yeti is much more dangerous than it looks.",|cFFFFD200Pet Battle:|r Kun-Lai Summit|n
1167,These beautiful drakes can be found across the shores of Northrend.,|cFFFFD200Pet Battle:|r Sholazar Basin|n
1168,Murki is one of the world's rarest species of murloc.,|cFFFFD200Promotion:|r Korean Promotional Event
1174,A fel-tainted tome whose secrets are so terrible and bizarre that its pages have taken on an eerie semblance of life. Found on many a warlock's nightstand.,|cFFFFD200Trading Card Game:|r Betrayal of the Guardian
1175,"Touched by lightning, these dangerous rodents should be kept at a safe distance.",|cFFFFD200Pet Battle: |rIsle of Thunder
1176,Can you believe how cute I am?  Me neither.,|cFFFFD200Quest:|r Beasts of Fable|n
1177,"Born of sand, these dangerous creatures can form and disperse in the blink of an eye.",|cFFFFD200Drop:|r Throne of Thunder|n|n
1178,"Loyal to the Sunreavers from creation, these pint-sized constructs can still pack a punch.",|cFFFFD200Drop: |rHaywire Sunreaver Construct|n|cFFFFD200Zone: |rIsle of Thunder
1179,"Lightning can be seen flowing across its body, teeth to tail.",|cFFFFD200Pet Battle: |rIsle of Thunder
1180,This unique raptor was born on the island of Zandalar and transported here along with the rest of the Zandalari army.,|cFFFFD200Drop: |rZandalari Dinomancer|n|cFFFFD200Zone: |rIsle Of Giants
1181,These snakes have been known to swallow gnomes in one gulp.,|cFFFFD200Pet Battle: |rIsle of Thunder
1182,Probably best not to touch it.,|cFFFFD200Pet Battle: |rIsle of Thunder
1183,"Forged in the Throne of Thunder, these tiny creations are servants of the great Dark Animus.",|cFFFFD200Drop:|r Animus|n|cFFFFD200Zone:|r Throne of Thunder
1184,"Even at this tiny size, Direhorns are known to wreak havoc on unsuspecting victims.",|cFFFFD200Achievement: |rBrutal Pet Brawler|n|cFFFFD200Category: |rBattle
1185,Something about this creature looks familiar...,|cFFFFD200Quest: |rA Large Pile of Giant Dinosaur Bones|n|cFFFFD200Zone: |rIsle Of Giants
1187,,
1188,,
1189,,
1190,,
1191,,
1192,,
1193,,
1194,,
1195,,
1196,"These cuddly rascals enjoy basking in the sun, sleeping in the sun, and napping in the sun.",|cFFFFD200Quest:|r Beasts of Fable|n
1197,The white fur of the Snowy Panda allows it to hide in the snowbanks of Kun-Lai Summit.,|cFFFFD200Quest:|r Beasts of Fable|n
1198,"Cousin to the Snowy Panda, Mountain Pandas reside in the lower regions of Kun-Lai Summit.",|cFFFFD200Quest:|r Beasts of Fable|n
1200,Don't pet the pointy end. Note: all of the ends are pointy.,|cFFFFD200Drop: |rHorridon|n|cFFFFD200Zone: |rThrone of Thunder
1201,Some Pandaren believe G'nathus to be an ancient Zandalari Loa left behind to guard the waters south of Lei Shen's island citadel.,|cFFFFD200Drop: |rG'nathus|n|cFFFFD200Zone: |rTownlong Steppes
1202,"Deadly offspring of the Ancient Mother, Ji-Kun Hatchlings are considered sacred treasures in many cultures.",|cFFFFD200Drop:|r Ji-Kun|n|cFFFFD200Zone:|r Throne of Thunder
1204,"Every cook's dream wrapped up in a perfect bundle of metal and bolts. Too bad what he cooks up isn't suitable for humanoid consumption. According to Jard's notes, he intends to make this little guy for his friend, Emily Cole.",|cFFFFD200Profession:|r Mists of Pandaria Engineering|n
1205,The Zandalari breed specific Direhorn species for their small size for use as mounts.,|cFFFFD200Drop: |rDirehorns|n|cFFFFD200Zone:|r Isle of Giants|n
1206,The red scales on these fish are believed to be a warning to predators of the Townlong Steppes and the Dread Wastes that their flesh is toxic. Dedicated fishermen can sometimes befriend one.,|cFFFFD200Profession:|r Mists of Pandaria Fishing
1207,"These little guys can be found in the waters of the Timeless Isle, or swimming alongside Jewel Danio or Redbelly Mandarin. Dedicated fishermen can sometimes befriend one.",|cFFFFD200Profession:|r Mists of Pandaria Fishing
1208,"It is believed that the green coloration and stripes on the tiny green carp serve as camouflage in the waters of the Jade Forest, Valley of the Four Winds and the Krasarang Wilds. Dedicated fishermen can sometimes befriend one.",|cFFFFD200Profession:|r Mists of Pandaria Fishing
1209,"These hardy fish can survive in a wide range of climates, from the snow capped mountains of Kun-Lai Summit to the temperate, salty waters of the oceans around Pandaria. Dedicated fishermen can sometimes befriend one.",|cFFFFD200Profession:|r Mists of Pandaria Fishing|n
1211,These tiny minions of Zandalar are adept at stowing away within the cargo holds of the enormous Zandalari warships.,|cFFFFD200Drop: |rZandalari Dinomancer|n|cFFFFD200Zone: |rIsle Of Giants
1212,"Even at this size, these raptors can eviscerate an entire cow in less than 10 seconds.",|cFFFFD200Drop: |rZandalari Dinomancer|n|cFFFFD200Zone: |rIsle Of Giants
1213,"These adorable beasts are both cuddly and huggable, provided you do not enjoy having a face.",|cFFFFD200Drop: |rZandalari Dinomancer|n|cFFFFD200Zone: |rIsle Of Giants
1226,"The oft-forgotten offspring of the Big Bad Wolf, found gorged and asleep in a basket of sweets.",|cFFFFD200Drop: |rThe Big Bad Wolf|n|cFFFFD200Zone: |rKarazhan
1227,"Primary responsibilities include dusting Medivh's many magical artifacts, an activity which has claimed the life, sanity, or physical composition of the many caretakers preceding Moroes.",|cFFFFD200Drop: |rThe Curator|n|cFFFFD200Zone: |rKarazhan
1228,"Upon leaving Netherspace, Malchezaar's Abyssals become strangely distorted by Karazhan's magical protections, rendering them tiny, and much less likely to spontaneously erupt in flames.",|cFFFFD200Drop: |rPrince Malchezaar|n|cFFFFD200Zone: |rKarazhan
1229,"A minion of Terestian Illhoof, this tricky imp was left in Karazhan when the portal to the Twisting Nether closed behind it.",|cFFFFD200Drop: |rTerestian Illhoof|n|cFFFFD200Zone: |rKarazhan
1230,"An astounding find for the scientific community of Azeroth, who have long pondered, often in taverns, what a baby Sea Giant might look like.",|cFFFFD200Drop: |rMorogrim Tidewalker|n|cFFFFD200Zone: |rSerpentshrine Cavern
1231,"The spawn of Hydross, considered by the elemental community to be the ""Earl of Puddles.""",|cFFFFD200Drop: |rHydross the Unstable|n|cFFFFD200Zone: |rSerpentshrine Cavern
1232,It is unknown how Lady Vashj empowers these Fen Striders with their mind-bending powers; even at an early age this creature shows significant psychic ability.,|cFFFFD200Drop: |rLady Vashj|n|cFFFFD200Zone: |rSerpentshrine Cavern
1233,Sent through the Twisting Nether by the great Archimonde the Defiler to terrorize tiny civilizations with their medium-sized stomping noises.,|cFFFFD200Drop: |rVoid Reaver|n|cFFFFD200Zone: |rTempest Keep|n|n
1234,"The lanterns carried by Voidcallers bridge the realms of the living and the dead, and often attract wayward ghosts and spirits.",|cFFFFD200Drop: |rHigh Astromancer Solarian|n|cFFFFD200Zone: |rTempest Keep|n
1235,These brightly-colored dragonhawks carry Kael'thas' forces swiftly and unerringly through the nether storm surrounding the Eye.,|cFFFFD200Drop: |rAl'ar|n|cFFFFD200Zone: |rTempest Keep|n
1236,"Though generally an expert at taking stage direction, the show had to be stopped on more than one occasion when Tito and Roar would lock eyes, resulting in an extended chase around the Karazhan Opera House.",|cFFFFD200Achievement: |rRaiding with Leashes II: Attunement Edition|n|cFFFFD200Category: |rCollect
1237,"The trolls have a long and storied history of summoning hydras. While he might not be the biggest or strongest hydra, Gahz'rooki will bite your fingers quite hard if you get too close.",|cFFFFD200Vendor: |rRavika|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\inv_drink_31_embalmingfluid:0|t|n|n|cFFFFD200Vendor: |rTenuki|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\inv_drink_31_embalmingfluid:0|t
1238,"Val'kyr are considered ""unborn"" until they vanquish a creature of high nobility.",|cFFFFD200Pet Battle: |rNorthrend
1243,"The dark pools in Primordius' chamber laid stagnant after the fall of the mogu, and murky thoughts began to coalesce.",|cFFFFD200Drop:|r Primordius|n|cFFFFD200Zone: |rThrone of Thunder|n|cFFFFD200Difficulty: |rLooking For Raid|n
1244,These malicious oozes are highly sensitive to Primordius' pheromone signature.,|cFFFFD200Drop:|r Primordius|n|cFFFFD200Zone: |rThrone of Thunder|n|cFFFFD200Difficulty: |rNormal or Heroic|n
1245,Battle pet trainers are strongly encouraged to wash their hands for at least 30 minutes after playing with the filthling.,|cFFFFD200Drop: |rQuivering Filth
1247,,
1248,"This budding ancient is a unique variety in Azeroth, created from the ever-living branches of the Great Tree, and can bloom in any season.",|cFFFFD200In-Game Shop|r|n
1255,"Infamous psionic battering ram of the Protoss, Zeradar is also the only archon that can utilize psionic storm. Power overwhelming!",|cFFFFD200Promotion:|r StarCraft II: Legacy of the Void Collector's Edition|n
1256,"This little guy seems to like to hang out at the fringes of cataclysmic events. There is no evidence to suggest he has anything to do with the cause of these events, though - he's probably just an observer. Or maybe he just gets lost on his trek to other places.",|cFFFFD200Profession:|r Mists of Pandaria Engineering|n
1257,Likely to flip out and kill someone.,|cFFFFD200Drop:|r Developers|n
1258,,
1259,,
1266,"Fierce and loyal, Xu-Fu loves to hunt by moonlight.  Once during a full moon, he killed and ate an entire Ironfur Great Bull, prompting a two day nap.",|cFFFFD200Vendor:|r Tournament of Celestials
1267,,
1268,,
1269,,
1271,,
1276,"Moonfang's cubs grow into massive, slavering, black-furred killing machines...except for Moon Moon.",|cFFFFD200Drop: |rMoonfang|n|cFFFFD200Zone: |rDarkmoon Island
1277,,
1278,,
1279,,
1280,,
1281,,
1282,,
1283,,
1284,,
1285,,
1286,,
1287,,
1288,,
1289,,
1290,,
1291,,
1292,,
1293,,
1295,,
1296,,
1297,,
1298,,
1299,,
1300,,
1301,,
1303,"Chi-Chi tries to inspire hope with her loud squawk and by chasing, and eventually eating, butterflies.",|cFFFFD200Vendor: |rMaster Li|n|cFFFFD200Zone: |rTimeless Isle|n|cFFFFD200Cost: |r3|TINTERFACE\ICONS\INV_MISC_TRINKETPANDA_07:0|t
1304,"A master sculptor devoted her life to creating an incomparably beautiful statue, inspired by her love and reverence for Yu'lon.  When the sculptor passed away, Yu'lon breathed a fraction of her essence into the statue, bringing Yu'la into the world.",|cFFFFD200Vendor: |rMaster Li|n|cFFFFD200Zone: |rTimeless Isle|n|cFFFFD200Cost: |r3|TINTERFACE\ICONS\INV_MISC_TRINKETPANDA_07:0|t
1305,"Always on the lookout for a fight or some tasty grass, Zao keeps his head down and eyes forward.",|cFFFFD200Vendor:|r Tournament of Celestials
1311,,
1317,,
1319,,
1320,"This handsome little robot is the spitting image of his ""Dad"", Blingtron 4000.  As a Blingtron's generosity circuits don't mature until they have been built to maximum specification, you shouldn't expect any free handouts from him.",|cFFFFD200Drop:|r Blingtron Gift Package|n
1321,Crane chicks of the Timeless Isle sometimes sing a curious song that calms the nerves and soothes the soul.,|cFFFFD200Drop:|r Crane Nest|n|cFFFFD200Zone: |rTimeless Isle
1322,"The first bombling created in the Underhold, Siegecrafter Blackfuse couldn't bear to see it destroyed, and kept it as a friendly, if explosive, pet.",|cFFFFD200Drop:|r Siegecrafter Blackfuse|n|cFFFFD200Raid:|r Siege of Orgrimmar
1323,The Ashleaf Sprites of the Timeless Isle tirelessly protect the vegetation of the island from the burning fury of Ordos and his minions.,|cFFFFD200Drop:|r Leafmender|n|cFFFFD200Zone:|r Timeless Isle|n
1324,Jinyu assassins employ this moth as both a portable decoy and a light source to reveal weak spots in their enemy's armor.,|cFFFFD200Pet Battle:|r Timeless Isle|n
1325,Cats and other curious critters often have short-lived play sessions with this moth that end with a face full of singed hair.,|cFFFFD200Pet Battle:|r Timeless Isle|n
1326,This curious moth is sometimes found interrupting the spells of a wandering mage or warlock.,|cFFFFD200Pet Battle:|r Timeless Isle|n
