ID,OverrideName_lang,OverrideSubtext_lang,OverrideDescription_lang
59347,,,Learn a sub-specialization of your choice.
59348,,,Learn a sub-specialization of your choice.
59349,Scale Sigils,,"Specialize in crafting Scale Sigils that alter the shuffling effects of your Darkmoon Deck Box, gaining +$ev1 $en1 per point in this Specialization."
59350,,,Treatises craft $ev1% faster.|n|n+$ev2 $en2 when making Treatises.
59351,,,Treatises craft $ev1% faster.|n|n+$ev2 $en2 when making Treatises.
59352,,,+$ev1 $en1 when crafting Treatises.
59353,,,Treatises craft $ev1% faster.|n|n+$ev2 $en2 when making Treatises.
59354,,,"Learn to craft $@spellname383759, and to discover additional Treatises while crafting them."
59355,Draconic Treatises,,"Become an expert at crafting Draconic Treatises associated with various professions, gaining +$ev1 $en1 per point in this Specialization."
59356,,,+$ev1 $en1 and +$ev2 $en2 when making Contracts and Missives.
59357,,,Contracts and Missives craft $ev1% faster.|n|n+$ev2 $en2 when making these crafts.
59358,,,+$ev1 $en1 when crafting Contracts and Missives.
59359,,,Contracts and Missives craft $ev1% faster.|n|n+$ev2 $en2 when making these crafts.
59360,,,+$ev1 $en1 when crafting Contracts and Missives.
59361,Contracts and Missives,,"Become an expert at crafting Dragon Isles Contracts and Missives, gaining +$ev1 $en1 per point in this Specialization."
59362,,,Shared Knowledge crafts are $ev1% faster.|n|n+$ev2 $en2 when making these crafts.
59363,,,Shared Knowledge crafts are $ev1% faster.|n|n+$ev2 $en2 when making these crafts.|n|nLearn to craft and use the $@spellname391781 Finishing Reagent to improve Skill when making Shared Knowledge crafts.
59364,,,Learn a sub-specialization of your choice.
59365,,,+$ev1 $en1 and +$ev2 $en2 when making Shared Knowledge crafts.
59366,,,Learn a sub-specialization of your choice.
59367,,,+$ev1 $en1 when crafting Shared Knowledge crafts.
59368,,,+$ev1 $en1 when crafting Shared Knowledge crafts.
59369,Shared Knowledge,,"Specialize in efficiently sharing knowledge regarding the Dragon Isles through Contracts, Missives, and Treatises. Gain +$ev1 $en1 per point in this specialization."
59370,,,Learn to use the $@spellname391781 Finishing Reagent to improve Skill when crafting the Watcher Deck Box.
59371,,,+$ev1 $en1 when crafting the Watcher Deck Box.
59372,,,Learn to extract Awakened Earth from Darkmoon Cards.
59373,,,+$ev1 $en1 when crafting the Watcher Deck Box.
59374,,,Learn to bind powerful Scale Sigils that customize how your Deck shuffles cards.
59375,,,Increased chance to find Darkmoon Cards of Earth.
59376,,,Learn to craft $@spellname383772.
59377,Earth,,Become an expert in Darkmoon Cards of Earth as well as craft a more powerful version of the Darkmoon Deck: Watcher. Gain +$ev1 $en1 per point in this Specialization.
59378,,,Learn to use the $@spellname391781 Finishing Reagent to improve Skill when crafting the Dance Deck Box.
59379,,,+$ev1 $en1 when crafting the Dance Deck Box.
59380,,,Learn to extract Awakened Air from Darkmoon Cards.
59381,,,+$ev1 $en1 when crafting the Dance Deck Box.
59382,,,Learn to bind powerful Scale Sigils that customize how your Deck shuffles cards.
59383,,,Increased chance to find Darkmoon Cards of Air.
59384,,,Learn to craft $@spellname383770.
59385,Air,,Become an expert in Darkmoon Cards of Air as well as craft a more powerful version of the Darkmoon Deck: Dance. Gain +$ev1 $en1 per point in this Specialization.
59386,,,Learn to use the $@spellname391781 Finishing Reagent to improve Skill when crafting the Rime Deck Box.
59387,,,+$ev1 $en1 when crafting the Rime Deck Box.
59388,,,Learn to extract Awakened Frost from Darkmoon Cards.
59389,,,+$ev1 $en1 when crafting the Rime Deck Box.
59390,,,Learn to bind powerful Scale Sigils that customize how your Deck shuffles cards.
59391,,,Increased chance to find Darkmoon Cards of Frost.
59392,,,Learn to craft $@spellname383767.
59393,Frost,,Become an expert in Darkmoon Cards of Frost as well as craft a more powerful version of the Darkmoon Deck: Rime. Gain +$ev1 $en1 per point in this Specialization.
59394,,,Learn to use the $@spellname391781 Finishing Reagent to improve Skill when crafting the Inferno Deck Box.
59395,,,+$ev1 $en1 when crafting the Inferno Deck Box.
59396,,,Learn to extract Awakened Fire from Darkmoon Cards.
59397,,,+$ev1 $en1 when crafting the Inferno Deck Box.
59398,,,Learn to bind powerful Scale Sigils that customize how your Deck shuffles cards.
59399,,,Increased chance to find Darkmoon Cards of Fire.
59400,,,Learn to craft $@spellname383325.
59401,Fire,,Become an expert in Darkmoon Cards of Fire as well as craft a more powerful version of the Darkmoon Deck: Inferno. Gain +$ev1 $en1 per point in this Specialization.
59402,,,Learn the final sub-specialization.|n|n+$ev1 $en1 when crafting Bundle O' Cards: Dragon Isles.
59403,,,Learn to use reagents like Blotting Sand and Pounce to further improve your crafts.
59404,,,Learn a sub-specialization of your choice.|n|n+$ev1 $en1 when crafting Bundle O' Cards: Dragon Isles.
59405,,,Darkmoon Deck Boxes craft $ev1% faster.|n|n+$ev2 $en2 when making Darkmoon Deck Boxes.
59406,,,Learn a sub-specialization of your choice.|n|n+$ev1 $en1 when crafting Bundle O' Cards: Dragon Isles.
59407,,,+$ev1 $en1 when crafting Darkmoon Deck Boxes.
59408,,,Learn a sub-specialization of your choice.
59409,,,+$ev1 $en1 when crafting Darkmoon Deck Boxes.
59410,,,Learn to craft $@spellname383512.
59411,Darkmoon Mysteries,,"Specialize in understanding the mysteries surrounding Darkmoon Cards and crafting Darkmoon Deck Boxes, gaining +$ev1 $en1 per point in this Specialization."
59412,,,Learn the final sub-specialization.|n|nLearn to use Finishing Reagents such as Blotting Sand to further improve your Archiving crafts.
59413,,,+$ev1 $en1 when making Archiving goods.|n|nArchiving crafts are $ev1% faster.
59414,,,Learn a sub-specialization of your choice.
59415,,,+$ev1 $en1 when crafting Archiving goods.
59416,,,Learn a sub-specialization of your choice.
59417,,,+$ev1 $en1 when crafting Archiving goods.
59418,,,Learn to use Optional Reagents to upgrade item level on Darkmoon Deck Boxes.
59419,Archiving,,"Improve at the art of archiving various texts, gaining +$ev1 $en1 per point in this Specialization.|n|nArchiving goods include Darkmoon Deck Boxes, Contracts, Missives, Draconic Treatises, and Scale Sigils."
59420,Jetscale Sigil,,
59421,Bronzescale Sigil,,
59422,Sagescale Sigil,,
59423,Emberscale Sigil,,
59424,Azurescale Sigil,,
59425,Scale Sigils,,
59426,Draconic Treatises,,
59427,Contracts and Missives,,
59428,Shared Knowledge,,
59429,Earth,,
59430,Air,,
59431,Frost,,
59432,Fire,,
59433,Darkmoon Mysteries,,
59434,Archiving,,"Specialize in the writing of Missives, Contracts, and Treatises, as well as exploring the mysteries of Darkmoon Cards and Decks."
72222,,,Learn how to create a $@spellname382358 which gives you a large assortment of EZ-Thro bombs once a day.
72223,,,+$ev1 $en1 when crafting EZ-Thro bombs.
72224,,,+$ev1 $en1 when crafting EZ-Thro bombs.
72225,,,Learn to craft and use the $@spellname382381 Finishing Reagent to improve Skill when crafting EZ-Thro bombs.
72226,,,+$ev1 $en1 when crafting EZ-Thro bombs.
72227,,,+$ev1 $en1 when crafting EZ-Thro bombs.
72228,,,"Whenever you craft bombs, you have a chance to devise a schematic for an EZ-Thro variant of that bomb, if such a device is possible.|n|nYou may now create $@spellname382345 which is a crucial component for these EZ-Thro bombs."
72229,EZ-Thro,,Specialize in the production of EZ-Thro bombs which are expensive but far safer versions of your explosives for non-Engineers. Gain +$ev1 $en1 when crafting EZ-thro bombs per point in this specialization.
72230,,,Learn how to create a $@spellname382354 which gives you a large assortment of bombs once a day.
72231,,,+$ev1 $en1 when crafting dangerous bombs.
72232,,,+$ev1 $en1 when crafting dangerous bombs.
72233,,,Learn to craft and use the $@spellname382381 Finishing Reagent to improve Skill when crafting dangerous bombs.
72234,,,+$ev1 $en1 when crafting dangerous bombs.
72235,,,You have a chance of recovering salvageable parts when digging through meat piles caused by bombs.
72236,,,"Gain a better understanding of how to handle your own deathtraps, reducing the likelihood of bombs exploding in your face."
72237,Short Fuse,,Specialize in the creation and use of bombs without safety fuses. Gain +$ev1 $en1 per point in this specialization for regular bomb crafts.
72238,,,Learn how to use Spare Part finishing reagents when creating bombs of any type.
72239,,,"Whenever you craft a regular bomb, you have a small chance to also create an EZ-Thro variant of the same bomb at Quality 1 if you know its schematic."
72240,,,+$ev1 $en1 when crafting bombs.
72241,,,+$ev1 $en1 when crafting bombs.
72242,,,+$ev1 $en1 when crafting bombs.
72243,,,+$ev1 $en1 when crafting bombs.
72244,,,+$ev1 $en1 when crafting bombs.
72245,Creation,,"Further improve in the production of all bombs, gaining +$ev1 $en1 when crafting bombs per point in this specialization."
72246,,,Learn how to create a $@spellname382353 which allows you to cause massive damage in a large area on the Dragon Isles once per day.
72247,,,Damage dealt by bombs while on the Dragon Isles is increased.
72248,,,Learn the final sub-specialization.
72249,,,+$ev1 $en1 when crafting bombs.
72250,,,Bombs used outdoors in the Dragon Isles have a reduced cooldown.
72251,,,Learn a sub-specialization of your choice.
72252,,,"Gain a better understanding of how to handle your own deathtraps, reducing the likelihood of bombs exploding in your face."
72253,,,Learn a sub-specialization of your choice.
72254,,,Crafting bombs is $ev1% faster.
72255,Explosives,,"Improve in the production of bombs of all types, gaining +$ev1 $en1 when crafting bombs per point in this specialization."
72256,EZ-Thro,,
72257,Short Fuse,,
72258,Creation,,
72259,Explosives,,Specialize in the creation and use of explosives for yourself and safer ones to be used by others.
72260,,,Learn to craft and use the $@spellname382381 Finishing Reagent to improve Skill when crafting scopes and ammunition.
72261,,,+$ev1 $en1 for scopes and ammunition crafts.
72262,,,Learn how to create a $@spellname382326 which is a weapon scope that grants stats based on the type of target that is being attacked.
72263,,,+$ev1 $en1 for scopes and ammunition crafts.
72264,,,"Learn how to create $@spellname382366, which is a set of ammunition that will cause the target to bleed for a small amount of damage."
72265,,,+$ev1 $en1 for scopes and ammunition crafts.
72266,,,"Learn how to create $@spellname382365, which is a set of ammunition that will deal a small amount of area damage with ranged weapon attacks."
72267,Utility,,Further improve in the creation of ammunition and scopes. Gain +$ev1 $en1 per point in this specialization.
72268,,,Learn how to use cogwheels to calibrate engineering bracers to a specific stat.
72269,,,+$ev1 $en1 for cogwheels and optional reagents.
72270,,,"Much can be learned from failure. Whenever your tinkers malfunction, you have a chance to devise schematics for Safety Components. These are optional reagents that alter tinker behavior.|n|nYou may now insert Safety Components into your crafted equipment."
72271,,,"Learn to craft and use the $@spellname382381 Finishing Reagent to improve Skill when crafting profession equipment, cogwheels and optional reagents."
72272,,,"Learn how to create $@spellname382351, an optional reagent that will cause healing spells and abilities to fire off a healing dart toward their target."
72273,,,"+$ev1 $en1 for profession equipment, cogwheels, and optional reagents."
72274,,,"Whenever you craft $@spellname382378, you have a chance to devise schematics for cogwheels. These can be used when crafting epic goggles to allocate its secondary stat to one of your choosing."
72275,Gears for Gear,,"Further improve in the creation of profession equipment, cogwheels, and optional reagents. Gain +$ev1 $en1 for these crafts per point in this specialization."
72276,,,Learn how to empower your crafted epic guns with embellishment optional reagents to grant them unique and powerful effects.
72277,,,+$ev1 $en1 for combat equipment crafts.
72278,,,+$ev1 $en1 for combat equipment crafts.
72279,,,Learn how to use Inscription crafted missives to specify the secondary stats on your crafted guns.
72280,,,Learn to craft and use the $@spellname382381 Finishing Reagent to improve Skill when crafting combat equipment.
72281,,,Learn how to infuse your combat equipment crafts with reagents that increase its power.
72282,,,+$ev1 $en1 for combat equipment crafts.
72283,,,"Whenever you craft combat equipment, you have a chance to devise schematics for epic bracers usable by anyone. These bracers come equipped with a Tinker socket."
72284,Gear,,Further improve in the creation of combat equipment. Gain +$ev1 $en1 for these crafts per point in this specialization.
72285,,,+$ev1 $en1 for all crafts related to equipment and their enhancements.
72286,,,+$ev1 $en1 for all crafts related to equipment and their enhancements.
72287,,,Learn the final sub-specialization.
72288,,,+$ev1 $en1 for all crafts related to equipment and their enhancements.
72289,,,+$ev1 $en1 for all crafts related to equipment and their enhancements.
72290,,,Learn a sub-specialization of your choice.
72291,,,Unlock the ability to use Spare Parts on equipment.
72292,,,Learn a sub-specialization of your choice.
72293,,,+$ev1% crafting speed for all crafts related to equipment and their enhancements.
72294,Function Over Form,,Specialize in the creation of practical items used by adventurers and craftsman in their everyday routines. Gain +$ev1 $en1 for all crafts related to equipment and their enhancements.
