ID,Title_lang,BodyText_lang
7089,Rampage,"War-God Jalak's death causes Horridon to go on a rampage, increasing damage dealt by $136821s1% and attack speed by $136821s2%."
7090,Dino-Mending,"The dinomancer channels a beam of healing energy at Horridon, healing $136797s2% of Horridon's maximum health every $136797t2 sec."
7091,Dino Form,"At 50% health, the dinomancer transforms into a powerful Devilsaur, increasing Physical damage dealt by $137237s2% but preventing the dinomancer from casting Dino-Mending."
7092,Orb of Control,"When the Zandalari Dinomancer transforms, it drops its Orb of Control. A player can interact with the orb to temporarily dominate Horridon's mind, forcing the beast to charge into a tribal door. Destroying a tribal door prevents additional members of that tribe from entering the arena."
7093,Dire Call,"Horridon emits a powerful roar, inflicting $137458s2 Physical damage and increasing the melee attack speed of all allies by $137458s1%. The power of the Dire Call also summons forth a Direhorn Spirit."
7094,Headache,"Charging into a tribal door gives Horridon a terrible headache, stunning him for $137294d."
7095,Cracked Shell,"Horridon's shell cracks after ramming into a door, increasing damage taken by $137240s2%. This effect stacks up to 4 times."
7096,Sul'lithuz Stonegazer,"Once called to action, Sul'lithuz Stonegazers pour from the Farraki tribal door until it is destroyed."
7097,Farraki Skirmisher,"Once called to action, Farraki Skirmishers pour from the Farraki tribal door until it is destroyed."
7098,Farraki Wastewalker,A total of three Farraki Wastewalkers will jump down from the arena stands once the Farraki are called to action.
7099,Gurubashi Bloodlord,"Once called to action, Gurubashi Bloodlords pour from the Gurubashi tribal door until it is destroyed."
7100,Gurubashi Venom Priest,A total of three Gurubashi Venom Priests will jump down from the arena stands once the Gurubashi are called to action.
7101,Risen Drakkari Warrior,"Once called to action, Risen Drakkari Warriors pour from the Drakkari tribal door until it is destroyed."
7102,Risen Drakkari Champion,"Once called to action, Risen Drakkari Champions pour from the Drakkari tribal door until it is destroyed."
7103,Drakkari Frozen Warlord,A total of three Drakkari Frozen Warlords will jump down from the arena stands once the Drakkari are called to action.
7104,Amani'shi Protector,"Once called to action, Amani'shi Protectors pour from the Amani tribal door until it is destroyed."
7105,Amani'shi Flame Caster,"Once called to action, Amani'shi Flame Casters pour from the Amani tribal door until it is destroyed."
7106,Amani Warbear,A total of three Amani Warbears will jump down from the arena stands once the Amani are called to action.
7107,Amani'shi Beast Shaman,Amani'shi Beast Shaman ride atop the powerful Amani Warbears and can be attacked once the Warbear has fallen.
7108,Stone Gaze,"The Stonegazer gazes at the target, stunning them for $136708d."
7109,Blazing Sunlight,The Wastewalker calls upon the scorching sunlight of Tanaris to inflict $136719s1 Fire damage instantly and $136719s2 Fire damage every $136719t2 sec for $136719d.
7110,Sand Trap,"Summons a Sand Trap, which inflicts $136723s1 Nature damage to nearby enemies every $136724t1 sec and grows in size over time."
7111,Rending Charge,"The Bloodlord charges at an opponent and strikes them, causing them to bleed for $136654s1 Physical damage every $136654t1 sec for $136654d."
7112,Venom Bolt Volley,"The Gurubashi Venom Priest unleashes a spray of vile toxins that inflicts $136587s1 Nature damage to all enemies instantly, and $136587s2 Nature damage every $136587t2 sec for $136587d. This effect stacks."
7113,Venomous Effusion,The Gurubashi Venom Priest can summon a Venomous Effusion.
7114,Venom Bolt Volley,"The Venomous Effusion unleashes a spray of vile toxins that inflicts $136587s1 Nature damage to all enemies instantly, and $136587s2 Nature damage every $136587t2 sec for $136587d. This effect stacks."
7115,Living Poison,"When a Venomous Effusion is created, a pool of Living Poison forms beneath it. Living Poison inflicts $136646s1 Nature damage to enemies within $136646A1 yards every $136645t1 sec and wanders around."
7116,Uncontrolled Abomination,"The foul necromantic magics that animated the last remnants of the Drakkari tribe left them bereft of intelligence and purpose, causing the Risen Drakkari to attack random targets."
7117,Deadly Plague,"Risen Drakkari spread a Deadly Plague when they strike players, inflicting $136710s1 Shadow damage every $136710t1 sec for $136710d."
7118,Uncontrolled Abomination,"The foul necromantic magics that animated the last remnants of the Drakkari tribe left them bereft of intelligence and purpose, causing the Risen Drakkari to attack random targets."
7119,Deadly Plague,"Risen Drakkari spread a Deadly Plague when they strike players, inflicting $136710s1 Shadow damage every $136710t1 sec for $136710d."
7120,Mortal Strike,"A powerful blow inflicts $136670s1% weapon damage and leaves the player wounded, reducing the effectiveness of any healing received by $136670s2% for $136670d."
7121,Frozen Orb,"Summons an orb of frozen power that shoots a bolt of frost at a nearby enemy target every $136572t1 sec, inflicting $136573s1 Frost damage and slowing movement speed by $136573s2% for $136573d."
7122,Fireball,"Hurls a ball of fire at a random player, inflicting $136465s1 Fire damage."
7123,Swipe,"The warbear swipes with its claws, inflicting $136463s1 Physical damage to players in a $136463A1-yard cone."
7124,Chain Lightning,"The Beast Shaman calls upon the spirits of the storms to inflict $136480s1 Nature damage to a player. Chain Lightning can jump to another player within 5 yards, affecting $136480x1 total targets and increasing damage by 50% per jump."
7125,Hex of Confusion,"Hexes a player for $136512d, giving them a 50% chance to injure themselves for $136513s1 Physical damage when casting a spell or using an ability."
7126,Lightning Nova Totem,"Places a Lightning Nova totem that emits a pulse of lightning every $136489t1 sec, inflicting $136490s1 Nature damage to enemies within $136490A1 yards."
7127,Anima Ring,"Upon reaching 25 Anima, the Dark Animus gains the ability to form several spheres in a circle around the target. The spheres move toward the center of the circle. Enemy targets that touch a sphere will consume it, increasing the damage they take from melee attacks by $136962s1% for $136962d. This effect stacks.$[!5,6

In Heroic Difficulty each sphere also inflicts $136962o2 Fire damage over the duration.$]"
7128,Call of Tortos,"Tortos lets out a rumbling call, causing several smaller turtles to enter the area and attack players."
7129,Whirl Turtle,
7130,Spinning Shell,"The turtle chases players around the room, spinning rapidly and continuously inflicting $134011s1 Physical damage to enemies within $133974s1 yards, knocking them away."
7131,Shell Block,"The turtle hides in his shell at low health, gaining immunity to all damage. While in this state, the turtle can be kicked across the room by players, applying Shell Concussion to any creatures it hits along the way."
7132,Concealing Fog,"Megaera's body and distant heads are shrouded by thick, swirling fog and are unable to be attacked directly."
7134,Shell Concussion,"When kicked, the shell spins forward, interrupting enemies it touches and leaving them off-balance, increasing the damage they take from all sources by $136431s2% for $136431d."
7135,Furious Stone Breath,Inflicts $133946s1 Nature damage to all enemies every $133939t1 sec for $133939d. Costs 100 Fury to cast.
7137,Rockfall,"A lightning-charged stalactite falls from the roof of the cave, inflicting $134539s1 Nature damage to enemies within $134539A1 yards and $134476s1 Nature damage to enemies within $134476A1 yards."
7138,Quake Stomp,"Tortos performs a massive stomp, stunning all enemies for $134920d and inflicting Physical damage to each equal to $134920s1% of their maximum health. Quake Stomp also increases the frequency of Rockfalls for $134915d."
7139,Snapping Bite,"Tortos snaps his jaws shut around the target, inflicting $135251s1 Physical damage."
7140,Vampiric Cave Bat,
7141,Drain the Weak,"Drains health when attacking targets with less than $135103s1 current health, inflicting $135101s1% of weapon damage as Physical and healing the caster for $135102s1 times the damage dealt."
7146,Crush,"Oondasta crushes his current target, inflicting $137504s1 Physical damage and reducing armor by $137504s2% for $137504d. This effect stacks."
7147,Frill Blast,"Oondasta's armor is more than just for decoration, and can charge up this powerful blast that inflicts $137505s1 Fire damage to all players in a $137505a1-yard hemisphere in front of Oondasta."
7148,Growing Fury,"Oondasta's rage grows as the fight progresses, increasing all damage by $137502s1%. This effect stacks."
7149,Piercing Roar,"Oondasta unleashes a piercing roar, inflicting $137457s2 Physical damage to all players and interrupting spell-casting, preventing spells of that school from being cast for $137457d."
7150,Spiritfire Beam,"Oondasta fires a beam of spiritfire energy at a player, inflicting $137508s1 Fire damage and jumping to a nearby ally. Up to $137508x1 players can be affected."
7162,Elemental Blood of Megaera,"As Megaera grows new heads of a given type, her elemental blood increases the damage inflicted by all heads of the same type by $139586s1% for each additional head of that type. This effect stacks."
7171,Crystal Shell,"The crystal reacts when struck, encasing the attacker in a shell that absorbs incoming damage and healing. Initially the shell can absorb up to $137633s2% of max health in damage, but healing absorbed by the shell is added to this total, up to a cap of $137648s2% of max health. The shell breaks when it cannot absorb any more damage."
