ID,Description_lang,Title_lang,Reward_lang
9331,,Flamebender Ka'graz kills (Normal Blackrock Foundry),
9332,,Flamebender Ka'graz kills (Heroic Blackrock Foundry),
9333,,Flamebender Ka'graz kills (Mythic Blackrock Foundry),
9334,,Beastlord Darmac kills (Raid Finder Blackrock Foundry),
9336,,Beastlord Darmac kills (Normal Blackrock Foundry),
9337,,Beastlord Darmac kills (Heroic Blackrock Foundry),
9338,,Beastlord Darmac kills (Mythic Blackrock Foundry),
9339,,Operator Thogar kills (Raid Finder Blackrock Foundry),
9340,,Operator Thogar kills (Normal Blackrock Foundry),
9341,,Operator Thogar kills (Heroic Blackrock Foundry),
9342,,Operator Thogar kills (Mythic Blackrock Foundry),
9343,,Blast Furnace destructions (Raid Finder Blackrock Foundry),
9349,,Blast Furnace destructions (Normal Blackrock Foundry),
9351,,Blast Furnace destructions (Heroic Blackrock Foundry),
9353,,Blast Furnace destructions (Mythic Blackrock Foundry),
9354,,Kromog kills (Raid Finder Blackrock Foundry),
9355,,Kromog kills (Normal Blackrock Foundry),
9356,,Kromog kills (Heroic Blackrock Foundry),
9357,,Kromog kills (Mythic Blackrock Foundry),
9358,,Iron Maidens kills (Raid Finder Blackrock Foundry),
9359,,Iron Maidens kills (Normal Blackrock Foundry),
9360,,Iron Maidens kills (Heroic Blackrock Foundry),
9361,,Iron Maidens kills (Mythic Blackrock Foundry),
9362,,Warlord Blackhand kills (Raid Finder Blackrock Foundry),
9363,,Warlord Blackhand kills (Normal Blackrock Foundry),
9364,,Warlord Blackhand kills (Heroic Blackrock Foundry),
9365,,Warlord Blackhand kills (Mythic Blackrock Foundry),
9369,Defeat Gug'rokk in the Bloodmaul Slag Mines on Heroic difficulty while in a guild group.,Heroic: Bloodmaul Slag Mines Guild Run,
9370,Defeat Skulloc in the Iron Docks on Heroic difficulty while in a guild group.,Heroic: Iron Docks Guild Run,
9371,Defeat Teron'gor in Auchindoun on Heroic difficulty while in a guild group.,Heroic: Auchindoun Guild Run,
9372,Defeat High Sage Viryx in Skyreach on Heroic difficulty while in a guild group.,Heroic: Skyreach Guild Run,
9373,Defeat Skylord Tovra in Grimrail Depot on Heroic difficulty while in a guild group.,Heroic: Grimrail Depot Guild Run,
9374,Defeat Yalnu in The Everbloom on Heroic difficulty while in a guild group.,Heroic: The Everbloom Guild Run,
9375,Defeat Ner'zhul in Shadowmoon Burial Grounds on Heroic difficulty while in a guild group.,Heroic: Shadowmoon Burial Grounds Guild Run,
9376,Defeat Warlord Zaela in Upper Blackrock Spire on Heroic difficulty while in a guild group.,Heroic: Upper Blackrock Spire Guild Run,
9388,Complete the heroic Draenor dungeon achievements listed below while in a guild group.,Guild Draenor Dungeon Hero,Reward: Garrison Guild Standards
9389,Unleash the power of love contained within a holiday necklace.,It Might Just Save Your Life,
9391,Complete the Draenor Heroic dungeon achievements listed below.,Draenor Dungeon Hero,
9392,Have 10 Love Rays active on you simultaneously.,Love Magnet,
9393,Have 25 Love Rays active on you simultaneously.,Beacon of Love,
9394,Have 50 Love Rays active on you simultaneously.,They Really Love Me!,Toy: True Love Prism
9396,Complete the Draenor Heroic dungeon achievements listed below.,Glory of the Draenor Hero,Mount: Frostplains Battleboar
9397,First guild on the realm to complete the Imperator Mar'gok encounter in Highmaul on Mythic difficulty while in a guild group.,Realm First! Imperator's Fall,
9399,First guild on the realm to defeat Warlord Blackhand in Blackrock Foundry on Mythic difficulty while in a guild group.,Realm First! Warlord Blackhand,
9400,Slay each of the following rare elites in Gorgrond.,Gorgrond Monster Hunter,
9401,Loot 12 or more Hardened Thornvines in Gorgrond.,Shredder Maniac,
9402,Complete the following Proofs of Strength in Gorgrond.,Prove Your Strength,
9405,Complete 125 Work Orders at your garrison.,Working Some Orders,
9406,Complete 250 Work Orders at your garrison.,Working More Orders,Unlock: Level 3 profession blueprints
9407,Complete 750 Work Orders at your garrison.,Working Many Orders,
9408,Defeat Kronus within 8 minutes of it being summoned by the Horde.,Operation Counterattack,
9409,Obtain 700 skill points in archaeology.,Draenor Archaeologist,
9410,Restore and display pristine versions of all Draenor Clans artifacts.,Unite the Clans,
9411,Restore and display pristine versions of all Ogre artifacts.,Highmaul Historian,
9412,Restore and display pristine versions of all Arakkoa artifacts.,Arakkoa Archivist,
9413,Discover the following Draenor Clans artifacts.,Strength and Honor,
9414,Discover the following Ogre artifacts.,Ogre Observer,
9415,Discover the following Arakkoa artifacts.,Secrets of Skettis,
9416,"Defeat the bosses of Highmaul on Normal difficulty or higher, while in a guild group.",Highmaul Guild Run,
9417,"Defeat the bosses of Blackrock Foundry on Normal difficulty or higher, while in a guild group.",Blackrock Foundry Guild Run,
9418,Defeat Tarlna the Ageless and Drov the Ruiner in Gorgrond while in a guild group.,Goliaths of Gorgrond Guild Run,
9419,Restore and display pristine versions of all Draenor artifacts.,Draenor Curator,
9420,"Complete the Imperator Mar'gok encounter in Highmaul on Mythic difficulty, while in a guild group.",Mythic: Imperator's Fall Guild Run,
9421,"Defeat Warlord Blackhand in Blackrock Foundry on Mythic difficulty, while in a guild group.",Mythic: Warlord Blackhand Guild Run,
9422,Find 30 rare artifacts.,"The Search For Fact, Not Truth",
9423,Defeat Tarlna the Ageless and Drov the Ruiner in Gorgrond.,Goliaths of Gorgrond,
9424,Defeat Rukhmar in Spires of Arak while in a guild group.,Rukhmar Guild Run,
9425,Defeat Rukhmar in Spires of Arak.,So Grossly Incandescent,
9426,Defeat a contender while wearing a contender's outfit purchased during Day of the Dead.,To The Afterlife,
9427,Defeat 20 contenders while wearing a contender's outfit purchased during Day of the Dead.,Vientos!,
9428,Defeat 50 contenders while wearing a contender's outfit purchased during Day of the Dead.,Calavera,
9429,Place 75 Work Orders at the Lumber Mill and complete the quests listed below.,Upgrading the Mill,"Unlock: Lumber Mill, Level 3 Blueprint"
9430,Draenor dungeons completed (final boss killed),Draenor dungeons completed (final boss defeated),
9432,Have all three incantations found in Forbidden Tomes active at once in the Shadowmoon Enclave.,Would You Like a Pamphlet?,
9433,Defeat Kenos without using Void Implosion to slay any Coalesced Void Fragments in the Shadowmoon Enclave.,A-VOID-ance,
9434,Gain Power Overwhelming while inside the realm of the void in the Shadowmoon Enclave.,One of Us! One of Us!,
9435,Maintain one of the beneficial effects from destroying Sargerei supplies for 10 minutes in Socrethar's Rise.,Take From Them Everything,
9436,Destroy 5 Draenic Darkstones in Socrethar's Rise.,It's the Stones!,
9437,"Defeat Demidos, Devourer of Lights in Socrethar's Rise.",A Demidos of Reality,
9441,"Defeat Imperator Mar'gok atop his citadel in Highmaul on Heroic difficulty or higher, before the release of patch 6.2.",Ahead of the Curve: Imperator's Fall,
9442,"Complete the Imperator Mar'gok encounter in Highmaul on Mythic difficulty, before the release of patch 6.2.",Cutting Edge: Imperator's Fall,
9443,"Defeat Warlord Blackhand in Blackrock Foundry on Mythic difficulty, before the release of patch 6.2.",Cutting Edge: Blackhand's Crucible,
9444,"Defeat Blackhand in Blackrock Foundry on Heroic difficulty or higher, before the release of patch 6.2.",Ahead of the Curve: Blackhand's Crucible,
9450,Place 50 Work Orders at the Barn by trapping creatures in the world.,The Trap Game,
9451,Place 250 Work Orders at the Barn by trapping creatures in the world.,Trapper's Delight,
9452,Place 500 Work Orders at the Barn by trapping creatures in the world.,Trap Superstar,
9453,Collect 500 Draenic Stones.,Draenic Stone Collector,"Unlock: Mine, Level 3 Blueprint"
9454,Collect 500 Draenic Seeds.,Draenic Seed Collector,"Unlock: Herb Garden, Level 3 Blueprint"
9455,Catch 100 Enormous Fire Ammonite fish in Draenor.,Fire Ammonite Angler,
9456,Catch 100 Enormous Abyssal Gulper Eels in Draenor.,Abyssal Gulper Eel Angler,
9457,Catch 100 Enormous Blackwater Whiptail fish in Draenor.,Blackwater Whiptail Angler,
9458,Catch 100 Enormous Blind Lake Sturgeon fish in Draenor.,Blind Lake Sturgeon Angler,
9459,Catch 100 Enormous Fat Sleeper fish in Draenor.,Fat Sleeper Angler,
9460,Catch 100 Enormous Jawless Skulker fish in Draenor.,Jawless Skulker Angler,
9461,Catch 100 Enormous Sea Scorpion fish in Draenor.,Sea Scorpion Angler,
9462,Complete the Angler achievements listed below.,Draenor Angler,"Unlock: Fishing Shack, Level 3 Blueprint"
9463,Win 150 pet battles in Draenor.,Draenic Pet Battler,"Unlock: Pet Menagerie, Level 3 Blueprint"
9464,"Obtain 100 skill points in a ""Draenor"" category of a primary profession.",Professional Draenor Master,Title: Artisan
9468,Open 100 pieces of Salvage from missions.,Salvaging Pays Off,"Unlock: Salvage Yard, Level 3 Blueprint"
9469,Earn Exalted status with the Arakkoa Outcasts.,Arakkoa Outcasts,
9470,Earn Exalted status with the Council of Exarchs.,Council of Exarchs,
9471,Earn Exalted status with the Frostwolf Orcs.,Frostwolf Orcs,
9472,Earn Exalted status with the Steamwheedle Preservation Society.,Steamwheedle Preservation Society,
9473,Earn Exalted status with Vol'jin's Spear.,Vol'jin's Spear,
9474,Earn Exalted status with Wrynn's Vanguard.,Wrynn's Vanguard,
9475,Earn Exalted status with Laughing Skull Orcs.,Laughing Skull Orcs,
9476,Earn Exalted status with Sha'tari Defense.,Sha'tari Defense,
9477,Earn Exalted with 1 Draenor reputation.,Savage Friends,"Unlock: Trading Post, Level 3 Blueprint"
9478,Earn Exalted with 1 Draenor reputation.,Savage Friends,"Unlock: Trading Post, Level 3 Blueprint"
9479,Break the Giant Rylak Egg in Darktide Roost.,You Can't Make a Giant Omelette...,
9481,Defeat 10 Darkwing Adolescents within 3 minutes while driving a Rylakinator-3000 in Darktide Roost.,You Have Been Rylakinated!,
9483,Bait Darkwing Matron into ambushing a Darktide Rylakinator-3000 in Darktide Roost.,I Was Framed!,
9486,Activate 12 different Fel Runes within 6 seconds and live to tell the tale in Shattrath City.,Goodness Gracious,
9487,"Loot 10,000 gold in Draenor.",Got My Mind On My Draenor Money,"Unlock: Storehouse, Level 3 Blueprint"
9491,Complete the Garrison Campaign chapters listed below.,The Garrison Campaign,
9492,Complete the Garrison Campaign chapters listed below.,The Garrison Campaign,
9493,Successfully jump over 5 of Archmage Sol's Firebloom explosion rings within 5 seconds in The Everbloom on Heroic difficulty.,"They Burn, Burn, Burn",
9494,Recruit 40 followers.,Commander,
9495,Collect Broken Bones from other players in Player versus Player combat across Draenor.,The Bone Collector,"Unlock: Gladiator's Sanctum, Level 3 Blueprint"
9496,Qualified to receive the winning entry in the Azeroth Choppers competition.,Warlord's Deathwheel,Mount: Warlord's Deathwheel
9497,Loot 500 Ogre Waystones.,Finding Your Waystones,"Unlock: Mage Tower/Spirit Lodge, Level 3 Blueprint"
9498,Become a Personal Wingman with one of your Barracks Bodyguards.,Wingman,
9499,Become a Personal Wingman with all of your Barracks Bodyguards.,Wingmen,
9500,"Obtain 100 skill points in the ""Draenor"" category of cooking.",Draenor Cook,
9501,Cook 20 of the Draenor recipes listed below.,The Draenor Gourmet,
9502,Sample the following Draenor foods.,Draenor Cuisine,
9503,"Obtain 100 skill points in the ""Draenor"" category of fishing.",Draenor Fisherman,
9505,Obtain 700 skill points in first aid.,Draenor Medic,
9506,"Obtain 700 skill points in Fishing, First Aid, Cooking, and Archaeology.",Savage Skills to Pay the Bills,
9507,"Obtain 100 skill points in a ""Draenor"" category of two primary professions.",Working in Draenor,
9508,"Complete all of the Nemesis quests at the Gladiator's Sanctum and the quest Fight, Kill, Salute! at the Highmaul Coliseum.",Warlord of Draenor,Title: Warlord of Draenor
9509,Complete the quest Nemesis: Draenei Destroyer at the Gladiator's Sanctum.,Nemesis: Draenei Destroyer,Title: Draenei Destroyer
9510,Complete the quest Nemesis: Dwarfstalker at the Gladiator's Sanctum.,Nemesis: Dwarfstalker,Title: Dwarfstalker
9511,Complete the quest Nemesis: Gnomebane at the Gladiator's Sanctum.,Nemesis: Gnomebane,Title: Gnomebane
9512,Complete the quest Nemesis: Manslayer at the Gladiator's Sanctum.,Nemesis: Manslayer,Title: Manslayer
9513,Complete the quest Nemesis: Scourge of the Kaldorei at the Gladiator's Sanctum.,Nemesis: Scourge of the Kaldorei,Title: Scourge of the Kaldorei
9514,Complete the quest Nemesis: Terror of the Tushui at the Gladiator's Sanctum.,Nemesis: Terror of the Tushui,Title: Terror of the Tushui
9515,Complete the quest Nemesis: Worgen Hunter at the Gladiator's Sanctum.,Nemesis: Worgen Hunter,Title: Worgen Hunter
9516,Complete the quest Nemesis: Slayer of Sin'dorei at the Gladiator's Sanctum.,Nemesis: Slayer of Sin'dorei,Title: Slayer of Sin'dorei
9517,Complete the quest Nemesis: Death Stalker at the Gladiator's Sanctum.,Nemesis: Death Stalker,Title: The Death Stalker
9518,Complete the quest Nemesis: Killer of Kezan at the Gladiator's Sanctum.,Nemesis: Killer of Kezan,Title: Killer of Kezan
9519,Complete the quest Nemesis: Orcslayer at the Gladiator's Sanctum.,Nemesis: Orcslayer,Title: Orcslayer
9520,Complete the quest Nemesis: Huojin's Fall at the Gladiator's Sanctum.,Nemesis: Huojin's Fall,Title: Huojin's Fall
9521,Complete the quest Nemesis: The Butcher at the Gladiator's Sanctum.,Nemesis: The Butcher,Title: The Butcher
9522,Complete the quest Nemesis: Troll Hunter at the Gladiator's Sanctum.,Nemesis: Troll Hunter,Title: Troll Hunter
9523,Complete 50 garrison patrol missions.,Patrolling Draenor,"Unlock: Barracks, Level 3 Blueprint"
9524,Complete 50 garrison treasure missions.,Treasure Master,
9526,Fully train all six mounts at your Stables.,Master of Mounts,"Unlock: Stables, Level 3 Blueprint"
9527,Use at least 6 of the inventions available at the Workshop specified below.,Terrific Technology,"Unlock: Gnomish Gearworks/Goblin Workshop, Level 3 Blueprint"
9528,Complete the Shadowmoon Valley storyline listed below.,On the Shadow's Trail,
9529,Complete the Frostfire Ridge storyline listed below.,On the Shadow's Trail,
9530,Find Bodrick Grey's tattered journal page in the Bloodmaul Stronghold.,Writing in the Snow,
9531,Find Shadow Hunter Bwu'ja's tattered journal page in the Bloodmaul Stronghold.,Writing in the Snow,
9533,Free 50 slaves from captivity in the Bloodmaul Stronghold.,Breaker of Chains,
9534,"Gain the well fed effects from Toasted Roach Crunchies, Pickled Rat Skewers, and Charred Boar Chops at the same time in the Bloodmaul Stronghold.",Delectable Ogre Delicacies,
9535,Punt 100 Goren Eggs in Magnarok.,That Was Entirely Unnecessary,
9536,Defeat 20 creatures after slagging them with goren acid in Magnarok.,Slagnarok,
9537,"Complete the quest ""Rekindling an Old Flame"" without using a Kindling Flame to rekindle the essence in Magnarok.",By Fire Be... Merged?,
9538,Complete all of the capture quests at the Stables.,Intro to Husbandry,
9539,Defeat all mount-in-training targets in Nagrand while carrying the Black Claw of Sethe.,Advanced Husbandry,
