ID,Name_lang,SourceText_lang,Description_lang
500,Great Brown Dragon Turtle,|cFFFFD200Vendor: |rTurtlemaster Odai|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rOld Whitenose|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Packaged upgrades include; dual-lantern fog lights, emergency brew keg, and genuine Tanji leather seat.""  - Turtlemaster Odai"
501,Great Purple Dragon Turtle,|cFFFFD200Vendor: |rTurtlemaster Odai|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rOld Whitenose|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Packaged upgrades include; dual-lantern fog lights, emergency brew keg, and genuine Tanji leather seat.""  - Turtlemaster Odai"
503,Crimson Pandaren Phoenix,|cFFFFD200Vendor: |rKai Featherfall|n|cFFFFD200Location: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|Hitem:90045|h|TINTERFACE\ICONS\INV_MISC_PHOENIXEGG.BLP:0|t|h,The plumage of the Crimson Phoenix is said to represent prosperity and happiness.
504,Thundering August Cloud Serpent,|cFFFFD200Vendor: |rSage Whiteheart (Alliance)|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Faction: |rThe August Celestials - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rSage Lotusbloom (Horde)|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Faction: |rThe August Celestials - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"From their infancy, Thundering Cloud Serpents are drawn to storms. They have been known to chase lightning through the blackened, roiling clouds, and to bathe in the pouring rain."
505,Green Shado-Pan Riding Tiger,|cFFFFD200Vendor: |rRushi the Fox|n|cFFFFD200Zone: |rTownlong Steppes|n|cFFFFD200Faction: |rShado-Pan - Exalted|n|cFFFFD200Cost: |r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""When waking a tiger, use a long stick. Better yet, tell your friend to wake the tiger instead."" -Pandaren Proverb"
506,Blue Shado-Pan Riding Tiger,|cFFFFD200Vendor: |rRushi the Fox|n|cFFFFD200Zone: |rTownlong Steppes|n|cFFFFD200Faction: |rShado-Pan - Exalted|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""When waking a tiger, use a long stick. Better yet, tell your friend to wake the tiger instead."" -Pandaren Proverb"
507,Red Shado-Pan Riding Tiger,|cFFFFD200Vendor: |rRushi the Fox|n|cFFFFD200Zone: |rTownlong Steppes|n|cFFFFD200Faction: |rShado-Pan - Exalted|n|cFFFFD200Cost: |r2500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""When waking a tiger, use a long stick. Better yet, tell your friend to wake the tiger instead."" -Pandaren Proverb"
508,Brown Riding Goat,|cFFFFD200Vendor: |rGina Mudclaw|n|cFFFFD200Zone: |rValley of the Four Winds|n|cFFFFD200Faction: |rThe Tillers - Exalted|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,It takes unflagging patience and a gentle touch to train obstinate mountain goats for riding.
509,Red Flying Cloud,|cFFFFD200Vendor: |rTan Shin Tiao|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Faction: |rThe Lorewalkers - Exalted|n|cFFFFD200Cost: |r600|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,An ancient mogu artifact awarded to those who are deeply committed to the discovery and sharing of Pandaren lore.
510,White Riding Goat,|cFFFFD200Vendor: |rGina Mudclaw|n|cFFFFD200Zone: |rTimeless Isle|n|cFFFFD200Faction: |rThe Tillers - Exalted|n|cFFFFD200Cost: |r3250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rGina Mudclaw|n|cFFFFD200Zone: |rValley of the Four Winds|n|cFFFFD200Faction: |rThe Tillers - Exalted|n|cFFFFD200Cost: |r3250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,It takes unflagging patience and a gentle touch to train obstinate mountain goats for riding.
511,Black Riding Goat,|cFFFFD200Vendor: |rGina Mudclaw|n|cFFFFD200Zone: |rTimeless Isle|n|cFFFFD200Faction: |rThe Tillers - Exalted|n|cFFFFD200Cost: |r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rGina Mudclaw|n|cFFFFD200Zone: |rValley of the Four Winds|n|cFFFFD200Faction: |rThe Tillers - Exalted|n|cFFFFD200Cost: |r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,It takes unflagging patience and a gentle touch to train obstinate mountain goats for riding.
515,Son of Galleon,|cFFFFD200Drop:|r Galleon|n|cFFFFD200Location:|r Valley of the Four Winds|n,"Trained from a young age, these massive Mushan are taught to thunder into battle carrying a full saurok warband."
516,Pandaren Kite,|cFFFFD200Achievement: |rPandaren Ambassador|n|cFFFFD200Category: |rPandaria,"This token of honor is a gift from the Lorewalkers of Pandaria. Flying manual seemingly not included, however."
517,Thundering Ruby Cloud Serpent,|cFFFFD200Drop: |rAlani|n|cFFFFD200Zone: |rVale of Eternal Blossoms,"From their infancy, Thundering Cloud Serpents are drawn to storms. They have been known to chase lightning through the blackened, roiling clouds, and to bathe in the pouring rain."
518,Ashen Pandaren Phoenix,|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r1|Hitem:90045|h|TINTERFACE\ICONS\INV_MISC_PHOENIXEGG.BLP:0|t|h,Both the name and color of this majestic phoenix are believed to symbolize rebirth.
519,Emerald Pandaren Phoenix,|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r1|Hitem:90045|h|TINTERFACE\ICONS\INV_MISC_PHOENIXEGG.BLP:0|t|h,The colors of this rare phoenix's plumage are said to bring great fortune.
520,Violet Pandaren Phoenix,|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r1|Hitem:90045|h|TINTERFACE\ICONS\INV_MISC_PHOENIXEGG.BLP:0|t|h,The Violet Phoenix's plumage is said to symbolize a union of opposing forces.
521,Jade Pandaren Kite,|cFFFFD200Achievement: |rWe're Going to Need More Saddles|n|cFFFFD200Category: |rGeneral,"The residents of Pandaria salute your enthusiasm for wildlife preservation. They do have concerns about housing 150 animals per visit, though."
522,Sky Golem,|cFFFFD200Profession: |rEngineering,"A glorious feat of engineering, the sky golem takes traditional shredder technology to a whole new level (and altitude!)."
523,Swift Windsteed,|cFFFFD200In-Game Shop|r,"One of Pandaria's most elusive creatures, said to bring good fortune to its rider."
526,Grand Armored Gryphon,|cFFFFD200Vendor: |rAgent Malley|n|cFFFFD200Zone: |rKrasarang Wilds|n|cFFFFD200Faction: |rOperation: Shieldwall - Exalted|n|cFFFFD200Cost: |r2000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,This noble gryphon is as staunch a battle companion as any member of the Alliance could ask for.
527,Grand Armored Wyvern,|cFFFFD200Vendor: |rTuskripper Grukna|n|cFFFFD200Zone: |rKrasarang Wilds|n|cFFFFD200Faction: |rDominance Offensive - Exalted|n|cFFFFD200Cost: |r2000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"This ferocious beast, renowned among wyvern handlers, was one of the first mounts chosen to take part in the Horde's Dominance Offensive."
528,Grand Gryphon,|cFFFFD200Quest: |rThe Silence|n|cFFFFD200Zone: |rKun-Lai Summit,Gryphons' keen eyesight allows them to see over vast distances and warn their riders of any dangers that lie ahead.
529,Grand Wyvern,|cFFFFD200Quest: |rBreath of Darkest Shadow|n|cFFFFD200Zone: |rKun-Lai Summit,"Wyverns hail from some of the most inhospitable regions of Kalimdor, making them masters of adapting to any environment."
530,Armored Skyscreamer,|cFFFFD200Achievement: |rGlory of the Thundering Raider|n|cFFFFD200Category: |rDungeons & Raids,Only those heroic souls who surmount every challenge the mogu tyrants place before them can proudly fly the skies on a war-prepared skyscreamer.
531,Spawn of Horridon,|cFFFFD200Drop: |rHorridon|n|cFFFFD200Zone: |rThrone of Thunder,"When you see a hurricane coming, you get out of the way. Horridon would fight the hurricane and win."
532,Ghastly Charger,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay|n,Not all of Medivh's victims are gone for good.
533,Cobalt Primordial Direhorn,|cFFFFD200Drop:|r Oondasta|n|cFFFFD200Location:|r Isle of Giants,"""When ya fight alongside raptors, ya want a mount dey can't eat."" -Unknown dinomancer"
534,Amber Primordial Direhorn,"|cFFFFD200Drop: |rZandalari Warbringer|n|cFFFFD200Zone: |rDread Wastes, Kun-Lai Summit, Townlong Steppes, Valley of the Four Winds","There is an old Zandalari saying about wild direhorns: ""Run!"""
535,Slate Primordial Direhorn,"|cFFFFD200Drop: |rZandalari Warbringer|n|cFFFFD200Zone: |rDread Wastes, Krasarang Wilds, Kun-Lai Summit, Townlong Steppes, Valley of the Four Winds",The masks aren't to control the direhorn; they are so no one sees your face when it turns on you.
536,Jade Primordial Direhorn,"|cFFFFD200Drop: |rZandalari Warbringer|n|cFFFFD200Zone: |rDread Wastes, Kun-Lai Summit, Townlong Steppes, Valley of the Four Winds",The festive coloring belies deadly intent.
537,Bone-White Primal Raptor,|cFFFFD200Quest: |rA Mountain of Giant Dinosaur Bones|n|cFFFFD200Zone: |rIsle of Giants,"""They are lethal at eight months, very lethal."" -Hemet Nesingwary Jr."
538,Red Primal Raptor,|cFFFFD200Drop:|r Cracked Primal Egg,Raptors have spread to nearly all of the lands of Azeroth. It is uncertain whether the trolls led them or followed them.
539,Black Primal Raptor,|cFFFFD200Drop:|r Cracked Primal Egg,"Speed, cunning, and ferocity are the things trolls and raptors admire about each other."
540,Green Primal Raptor,|cFFFFD200Drop:|r Cracked Primal Egg,"""Raptors are as loyal as they are vicious. If you ain't friend, you are food."" -Kijara"
541,Malevolent Gladiator's Cloud Serpent,|cFFFFD200Legacy|r,"These cloud serpents have scales that... are the color of clouds, actually."
542,Thundering Cobalt Cloud Serpent,|cFFFFD200Drop:|r Nalak|n|cFFFFD200Location:|r Isle of Thunder|n,This is a descendant of the irascible Nalak. Lightning erupts from its scales and arcs over the saddle. Dare you sit?
543,Clutch of Ji-Kun,|cFFFFD200Drop: |rJi-Kun|n|cFFFFD200Zone: |rThrone of Thunder,"Although Ji-Kun feasted on the failed creations of mogu flesh-shapers, her progeny is willing to eat more pedestrian carcasses."
544,Armored Bloodwing,|cFFFFD200In-Game Shop|r,"This monstrous, flesh-eating bat is the undisputed ruler of the night skies."
545,Golden Primal Direhorn,|cFFFFD200Vendor: |rHiren Loresong|n|cFFFFD200Zone: |rIsle of Thunder|n|cFFFFD200Faction: |rKirin Tor Offensive - Exalted|n|cFFFFD200Cost: |r3000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Sharp at both ends and crafty in the middle. Leave it to the trolls to think this was a good idea.
546,Crimson Primal Direhorn,|cFFFFD200Vendor: |rVasarin Redmorn|n|cFFFFD200Zone: |rIsle of Thunder|n|cFFFFD200Faction: |rSunreaver Onslaught - Exalted|n|cFFFFD200Cost: |r3000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Leave it to the blood elves to pick the red one.
547,Hearthsteed,|cFFFFD200Promotion:|r Hearthstone|n,Each step echoes with the rage of your three opponents.
548,Armored Red Dragonhawk,|cFFFFD200Achievement: |rMount Parade|n|cFFFFD200Category: |rGeneral,"This rare breed of dragonhawk is a mark of honor in the Horde, gifted by the blood elves. It reflects your tireless effort to amass a small army of mounts."
549,Armored Blue Dragonhawk,|cFFFFD200Achievement: |rMount Parade|n|cFFFFD200Category: |rGeneral,"After you amassed a massive menagerie of 200 mounts, the animal authorities of the Alliance sent you a means to keep them in line (and out of their hair)."
550,Brawler's Burly Mushan Beast,|cFFFFD200Vendor: |rPaul North|n|cFFFFD200Zone: |rBrawl'gar Arena|n|cFFFFD200Cost: |r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"For years pandaren believed these creatures to be untamable. Just ask the first pandaren to do so, Henshi ""Limp Along"" Homebrew."
551,Enchanted Fey Dragon,|cFFFFD200In-Game Shop|r,"This majestic creature is Brightwing's older brother. He affirms that she was, in fact, adopted."
552,Ironbound Wraithcharger,|cFFFFD200Vendor: |rAuzin|n|cFFFFD200Zone: |rDalaran|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h,"Its ethereal spirit is barely contained by its iron shell. The penultimate creation of Salanar the Horseman, these powerful steeds were once thought to have all been destroyed."
554,Vicious Kaldorei Warsaber,|cFFFFD200Vendor: |rNecrolord Sipe|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|Hitem:103533|h|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t|h,The blades adorning this mount's armor are designed to both inspire fear and pre-slice meals for the warsaber.
555,Vicious Skeletal Warhorse,|cFFFFD200Vendor: |rDeathguard Netharian|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|Hitem:103533|h|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t|h,Only rewarded to those who have bested their foes in battle.
557,Spawn of Galakras,|cFFFFD200Achievement: |rGlory of the Orgrimmar Raider|n|cFFFFD200Category: |rDungeons & Raids,"This formidable creature's lineage may be traced to Galakras, and yet further to Galakrond, one of the most infamous of all proto-dragons."
558,Kor'kron War Wolf,|cFFFFD200Achievement: |rAhead of the Curve: Garrosh Hellscream (10/25 player)|n|cFFFFD200Category: |rFeats of Strength,"The Kor'kron use only the mightiest wolves for their mounts, bedecking them in armor that would break the backs of lesser creatures."
559,Kor'kron Juggernaut,|cFFFFD200Drop: |rGarrosh Hellscream|n|cFFFFD200Location:|r Siege of Orgrimmar,"The Kor'kron Juggernaut is a weapon of unbridled destruction, born from the mind of Garrosh Hellscream and made real by his engineers."
560,Ashhide Mushan Beast,|cFFFFD200Vendor: |rSpeaker Gulan|n|cFFFFD200Zone: |rTimeless Isle|n|cFFFFD200Cost: |r500|Hcurrency:789|h|TINTERFACE\ICONS\TimelessCoin-Bloody.blp:0|t|h,"Some people say that riding an ashhide mushan will result in favorable health and increased prosperity. These people are called ""mount vendors."""
561,Thundering Onyx Cloud Serpent,|cFFFFD200Drop:|r Huolon|n|cFFFFD200Location:|r Timeless Isle,This ebony cloud serpent is a lightning-wreathed vision of such rarity as to have driven many mortals to madness.
562,Tyrannical Gladiator's Cloud Serpent,|cFFFFD200Legacy|r,These cloud serpents always look elegant and slim in classic black.
563,Grievous Gladiator's Cloud Serpent,|cFFFFD200Legacy|r,"These brilliantly colored cloud serpents have scales that are a mixture of ruby, gold, and nearly violet."
564,Prideful Gladiator's Cloud Serpent,|cFFFFD200Legacy|r,These brilliantly colored cloud serpents have scales that range from gold to pink. Or we could call it coral.
568,Emerald Hippogryph,|cFFFFD200Recruit-a-Friend|r,"These majestic animals come in various colorings, but the emerald variety can only be tamed by the magic of friendship."
571,Iron Skyreaver,|cFFFFD200In-Game Shop|r,Iron Horde beastmasters bred this rylak for war and then girded it for battle in black steel and smoldering flame.
593,Warforged Nightmare,|cFFFFD200In-Game Shop|r,"A nightmarish steed of hardened steel and vengeful spirits, this companion will follow you to the depths of the Firelands and back without complaint."
594,Grinning Reaver,|cFFFFD200In-Game Shop|r,The difference between a smile and a grin is the difference between a kiss and tasting.
600,Dread Raven,|cFFFFD200Promotion:|r Warlords of Draenor Collector's Edition|n,"Filled with the hatred of an ancient god, the dread raven are the Arakkoa's most trusted guardians."
603,Creeping Carpet,|cFFFFD200Profession:|r Tailoring,"Can't fly, but can creep very quickly."
606,Core Hound,"|cFFFFD200Achievement:|r Boldly, You Sought the Power of Ragnaros|n|cFFFFD200Category:|r Feats of Strength",Molten to the core!
607,Gorestrider Gronnling,|cFFFFD200Achievement:|r Glory of the Draenor Raider,"Once ""befriended"", a gronnling will happily carry its rider to their death."
608,Witherhide Cliffstomper,|cFFFFD200Vendor: |rTrader Araanda|n|cFFFFD200Zone: |rLunarfall|n|cFFFFD200Cost: |r20000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Darakk|n|cFFFFD200Zone: |rFrostwall|n|cFFFFD200Cost: |r20000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Tiny notches cover the hooves of this variation of clefthoof, allowing it to safely scale mountainous regions in search of food."
609,Trained Icehoof,|cFFFFD200Source:|r Garrison Stables|n,It wasn't until you owned this mount that you understood how much the world of Draenor would test you. Clefthoof hair gets in everything!
611,Tundra Icehoof,"|cFFFFD200Drop:|r Vengeance, Deathtalon, Terrorfist, Doomroller|n|cFFFFD200Zone:|r Tanaan Jungle|n","A translucent layer of down hair covers this breed's leathery hide, acting as the perfect insulation for cold environments."
612,Bloodhoof Bull,|cFFFFD200Drop:|r Nakk the Thunderer|n|cFFFFD200Location:|r Nagrand,Members of the Warsong clan have long hunted these clefthoof to use their crimson-hued skin for battle standards.
613,Ironhoof Destroyer,|cFFFFD200Drop:|r Blackhand|n|cFFFFD200Location:|r Blackrock Foundry (Mythic),Blackhand is said to have personally designed the fiery armaments used on the Iron Horde's clefthoof battle mounts.
614,Mottled Meadowstomper,|cFFFFD200Drop:|r Luk'hok|n|cFFFFD200Zone:|r Nagrand,"The elekk's long trunk allows it to sniff out sources of food, avoid danger, and steal snacks from your bags when you're not looking."
615,Trained Meadowstomper,|cFFFFD200Quest:|r Garrison Stables,"The draenei perfected elekk husbandry long ago, adorning the creatures with Light-infused crystals to make them more docile."
616,Shadowhide Pearltusk,|cFFFFD200Drop:|r Invader's Forgotten Treasure,Some legends say the draenei first befriended the elekk after one of the beasts saved an injured scout from a pack of vicious podlings.
617,Dusty Rockhide,"|cFFFFD200Vendor:|r Vindicator Nuurem|n|cFFFFD200Faction:|r Council of Exarchs - Exalted|n|cFFFFD200Location:|r Stormshield|n|cFFFFD200Cost:|r 5,000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t + 5,000|Hcurrency:823|h|Tinterface\icons\inv_apexis_draenor.blp:0|t|h","Ever since acquiring this mount, you have been plagued by strange fever dreams of hippety-hoppety clippety-cloppety elekk on parade."
618,Armored Irontusk,"|cFFFFD200Vendor:|r |n|cFFFFD200Faction:|r Sha'tari Defense - Exalted|n|cFFFFD200Location:|r Garrison Trading Post|n|cFFFFD200Cost:|r 5,000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t + 5,000|Hcurrency:823|h|Tinterface\icons\inv_apexis_draenor.blp:0|t|h","It is said an elekk never forgets. No wonder it despises the Iron Horde, considering the torment the orcs put the beast through."
