ID,Name_lang,Location_lang,Description_lang
799,Invasion - Broken Shore,Broken Shore,Demons have invaded Broken Shore en masse!  Reinforcements are required immediately to counter this threat.
800,99.0 [reuse me],Pandaria,99.0 [reuse me]
801,Investigate Tian Monastery,Pandaria,We lost contact with the monks at Tian Monastery. We should send Chen Stormstout to investigate.
802,Tracking the Tideskorn: Highlands,Stormheim,We've encountered a tribe of hostile Tideskorn vrykul and are under attack. These are the same enemies who kidnapped our allies!
803,99.0 [reuse me],Stormheim,99.0 [reuse me]
804,Tracking the Tideskorn: Restless Dead,Stormheim,"We made camp near a field of graves, but at night, apparitions rose and attacked!"
805,Tracking the Tideskorn: Savage Beasts,Stormheim,"The Tideskorn slipped away. We made camp for the night, but the howls of wild beasts echo across the valleys. Stay alert!"
806,Tracking the Tideskorn: The Gates of Valor,Stormheim,"We've tracked the Tideskorn to a large, fortified camp at the Gates of Valor. Find any information we can about the kidnapped prisoners."
807,Tracking the Tideskorn: Storm Drakes,Stormheim,Drakes have beset our scouts from the skies. These fearsome dragons are looking for their next meal. Let's try not to be dinner!
808,99.0 [reuse me],Azsuna,99.0 [reuse me]
809,Freya's Spring: The Mountain,Highmountain,"We made camp at the base of the mountain, but the area is home to hostile ettin. We'll need to fend them off before we make our ascent."
810,Freya's Spring: Snowblind Mesa,Highmountain,The tauren at Snowblind Mesa are dealing with encroaching drogbar. They've asked for our aid in exchange for shelter.
811,Freya's Spring: The Mountain King,Highmountain,"We are nearing Freya's Spring, but the area is guarded by a drogbar chieftain who calls himself the mountain king. Defeat him and we will gain our prize!"
812,Sampling the Nightmare,Val'sharah,"A strange magic seeps from beneath the roots of the world tree, Shaladrassil. We must send our champions to investigate this disturbance."
813,The Mysterious Manascale,Suramar,The hides of the Manascale Basilisks in Suramar hold some... interesting properties.  Recover some for research.
814,Born of the Night,Suramar,The Nightbornes infiltrations have gone on too long.  Stop them at all costs.
815,An End to the Felsoul,Suramar,Yet still more demons flood the depths of Suramar.  We must hold them.
816,Tianji Needs Help,Azsuna,"The Order of the Broken Temple is established, but we need more. Tianji, a renowned troop trainer in the Ox Style, just sent word that she has been attacked!"
817,99.0 [reuse me],Broken Shore,99.0 [reuse me]
818,Freya's Spring: Ice Furies,Highmountain,"This high on the mountain, the elements themselves are our greatest enemy. Elementals of wind and ice roam the peaks. Defeat them and press on!"
821,The Fel Pits,Aszuna,We have lost an important set of missives in the Fel Pits of Faronaar.  Retrieve them.
822,Higher Learning,Aszuna,The academy at Narthalas once held a great library with a wealth of knowledge.  See if you can find it.
823,Fel Bombardment,Aszuna,The enemy has established an array of casters and are bombarding us with terrible balls of Fel energy.  We need help to counter these attacks!
825,Test - Followers Max Level,Aszuna,Use to max level followers
827,Information at Any Cost,Azsuna,The Burning Legion's minions might have information about where the missing council members are being held. It must be obtained at any cost.
829,The Harpies' Curse,Highmountain,Harpies are spreading their foul curse throughout Highmountain. Death is the only way to ensure the curse won't continue.
830,Bradensbrook Under Attack,Val'sharah,"Black Rook Assassins are attacking Bradensbrook, killing livestock and stealing crops. Defend the village from these ruthless attackers."
831,Cleansing the Vale,Val'sharah,"Nightmare imps have taken over Moonclaw Vale, corrupting the once serene glade. Help restore balance by ridding the area of imps."
832,Pesky Pest Problem,Dalaran,Dalaran's underbelly has a bit of a rodent problem. Exterminate the pests before they make their way out of the sewers.
833,Hunting the Hunters,Highmountain,A group of poachers are threatening the wildlife in Highmountain. Show them what it's like to be hunted!
834,Unseen Protection: Defending Dalaran,Dalaran,"Archmage Khadgar is concerned for the safety of Dalaran's citizens. He's asked the Unseen Path to provide protection for the city, discreetly."
835,Unseen Protection: The Mother of Imps,Val'sharah,"An imp mother has made Bradensbrook her breeding grounds, birthing countless imps into the nearby fields. Defeat the imp mother before her brood grows."
836,Unseen Protection: Infernal Waves,Suramar,A wave of infernals have crashed upon the shores of Suramar. They must be stopped before they march inland.
837,Unseen Protection: Coastal Invasion,Stormheim,"The Legion has launched an invasion on the eastern coast of Stormheim. Our hunters can attack at range from the cliffs, protecting the infantry below."
838,Unseen Protection: Drogbar Delicacy,Highmountain,A clan of cave-dwelling drogbar are pilfering eagle eggs to feed to their fledgling worms. They must be stopped before the great eagle becomes extinct!
839,Searching the Archives,Dalaran,The Black Harvest archives contain a vast amount of magical knowledge collected over time. It's possible that within its walls we will find something.
840,Shinfel's Staff of Torment,Dalaran,"The staff Shinfel used in battle against Cho'gall would be powerful enough to create the soul link, but first we'll need to find it."
841,One Who's Worthy,Dalaran,"We need to find a warlock who excels at summoning greater demons. Scout the city of Dalaran, keeping an eye out for anyone with potential."
842,Fel Smell,Aszuna,Theres a foul smell in the air.
843,Cleanse the Wicked,Aszuna,"The enemies are continually encroaching on Azsuna.  Seek them out, and destroy them."
844,Hazardous Roads,Aszuna,"We must find our way into Faronaar, but the roads are covered in demons.  Let us see if we can scout out an alternate route."
845,Mind Your Ears,Highmountain,Theres a Deathscreamer up in the mountains thats keeping us up at night.  Can you help out?
846,Meat for the troops,Stormheim,The troops are in need of a feast to reward them for their efforts.  Lets get some Goat on the menu.
847,The Mysterious Manascale,Suramar,The hides of the Manascale Basilisks in Suramar hold some... interesting properties.  Recover some for research.
848,Assault on Black Rook,Val'sharah,"Black Rook must fall, send our forces to weaken their defenses."
849,Test - Followers Max Level,Aszuna,Test
850,Hill Kings,Highmountain,The Ettin need to be erradicated.
851,Assault on Snowmane,Highmountain,Snowmane Village is under attack!  Send reinforcements immediately.
852,"Yes, We Take Candle",Highmountain,"Send some troops toe Candle Rock, and clear out the Bluewax miners there.  We need the resources in that mine."
853,Claim the Drakes,Stormheim,"If we can take control of some drakes, we can take away some air superiority from the Tideskorns."
854,Cave Mushrooms,Stormheim,Deep in a cave on Blackbeak Overlook can be found some very powerful Mushrooms that creates a soothing balm.
855,Interrupt the Reclaimers,Suramar,"Reclaimers in Suramar are performing some curious rituals.  Interrupt them, and try to discover their intentions."
856,Sablehorn Hides,Suramar,The hides of the Sablehorn provide valuable materials for our troops.
857,The Dreadroot,Val'sharah,Cleanse the Dreadroot of its Twisted Keepers.
858,Flowers in the Dark,Val'sharah,Deep under the trees roots near Shalda'Nir grow some powerful flowers.
859,Demon Overlords,Aszuna,"The enemies are continually encroaching on Azsuna.  Seek them out, and destroy them."
860,Feltotem Fiends,Highmountain,"The Feltotem, led by a vicious Crawliac, are mustering troops.  Hit them before they can strike us."
861,Goremaster and May Hem,Stormheim,"Bosses are on the loose, stop them."
862,The Mysterious Manascale,Suramar,The hides of the Manascale Basilisks in Suramar hold some... interesting properties.  Recover some for research.
863,Assault on Black Rook,Val'sharah,"Black Rook must fall, send our forces to weaken their defenses."
864,Invasion Overwhelming,Aszuna,A mass of armies are preparing for battle.  Crush them.
865,Slippery Scales,Aszuna,Slithering Sliss has eluded our capture for too long.  We have her cornered.
866,Demon Overlords,Aszuna,"This trio of terrors needs to be dealt with, but it will take everything we can muster."
867,High in the Mountain,Highmountain,Its time to take Stili the Salty down.
868,Treacherous Paths,Highmountain,The paths along the cliffs of Highmountain are beseiged with dangers.
869,Raid on High,Highmountain,The paths along the cliffs of Highmountain are beseiged with dangers.
870,Meat for the troops,Stormheim,The troops are in need of a feast to reward them for their efforts.  Lets get some Goat on the menu.
871,Meat for the troops,Stormheim,The troops are in need of a feast to reward them for their efforts.  Lets get some Goat on the menu.
872,The Mysterious Manascale,Suramar,The hides of the Manascale Basilisks in Suramar hold some... interesting properties.  Recover some for research.
873,The Mysterious Manascale,Suramar,The hides of the Manascale Basilisks in Suramar hold some... interesting properties.  Recover some for research.
874,Assault on Black Rook,Val'sharah,"Black Rook must fall, send our forces to weaken their defenses."
875,Assault on Black Rook,Val'sharah,"Black Rook must fall, send our forces to weaken their defenses."
876,Storm the Gates,Stormheim,Take the gates in Stormheim.
877,Fight them in the streets,Suramar,"We will fight them, no matter where they hide."
878,Burn down the Rook,Val'sharah,"Black Rook must fall, send our forces to weaken their defenses."
879,Zone Support - Aszuna,Aszuna,Send a follower on this mission to have extra support while in Azsuna.
