ID,Description_lang,Title_lang
2791,Learn about Death Strike.,Healing on the Offense
2796,Join the battle at Netherlight Temple.,Join the Battle
2797,Defeat Ogoroth and Torenai the Souleater.,Defeat Balnazzar's Lieutenants
2798,Destroy 4 Legion portals.,Destroy Legion portals.
2799,Slay Balnazzar.,Defeat Balnazzar
2800,Cleanse the area of Azshara's servants.,Eye of Azshara
2801,Cleanse the area of Azshara's servants.,Eye of Azshara
2802,,Talk to Thorim
2803,Confront Akama.,His Duplicity is Hardly Surprising
2806,Rescue Malfurion from the clutches of Xavius.,Darkheart Thicket
2807,Rescue Malfurion from the clutches of Xavius.,Darkheart Thicket
2808,Survive until your reinforcements arrive.,You Are Not Prepared!
2809,Learn how to use Divine Storm.,A Storm Is Rising
2810,Investigate the overrun Vault of the Wardens.,Vault of the Wardens
2811,Investigate the overrun Vault of the Wardens.,Vault of the Wardens
2812,Disable the Arcane Protector activated by Medivh.,Medivh's Defenses
2813,Confront Dargrul within the depth's of the drogbar capital.,Neltharion's Lair
2814,Confront Dargrul within the depth's of the drogbar capital.,Neltharion's Lair
2815,Board the Naglfar and face Helya in her own domain.,Maw of Souls
2816,Board the Naglfar and face Helya in her own domain.,Maw of Souls
2819,Explore the sprawling depths of The Arcway.,The Arcway
2820,Explore the sprawling depths of The Arcway.,The Arcway
2821,Infiltrate the party being hosted by Advisor Melandrus.,Court of Stars
2822,Infiltrate the party being hosted by Advisor Melandrus.,Court of Stars
2823,Report to Kur'talos Ravencrest.,Surrounded by Darkness
2824,Find the tome containing information about the Pillars of Creation.,Knowledge is Key
2839,Learn about being a Druid.,Combat Training
2840,Learn about Moonkin Form.,Doing the Moonwalk
2841,Learn about Moonfire and Sunfire.,Balancing The Moon and Sun
2842,Learn about Wrath.,The Power of the Sun
2843,Learn about Starsurge.,A Surge Forward
2845,Use all your new abilities on the target dummy.,Putting It All Together
2846,Learn about Regrowth.,Mending Your Wounds
2847,Learn about Entangling Roots.,Grasping At Feet
2848,Use what you have learned to defeat a solo opponent.,A Quick Test
2849,Use what you have learned to defeat two opponents at the same time.,Twice the Challenge
2850,Defend the airship!,Defend Against the Assault
2851,Leave the airship and join the assault.,Orders from Command
2852,Learn about being a Shaman.,Combat Training
2853,Learn about imbuing your weapons.,Storm and Fire
2854,Learn about Flame Shock.,A Pinch of Fire
2855,Learn about Lava Lash.,Lashing Out
2856,Learn about Stormstrike.,Hero of the Storm
2857,Use all your new abilities on the target dummy.,Putting It All Together
2858,Learn about Hex.,"Ribbit,  Ribbit."
2859,Learn about Healing Surge.,Dousing Your Wounds
2860,Learn about Feral Spirit.,Spiritual Assistance
2861,Use what you have learned to defeat a solo opponent.,A Quick Test
2862,Use what you have learned to defeat two opponents at the same time.,Twice the Challenge
2863,Defend the airship!,Defend Against the Assault
2864,Leave the airship and join the assault.,Orders from Command
2868,Summon the Flames of Azzinoth and eliminate your enemies from the sky.,To The Skies
2869,Defend the Violet Hold against the Legion incursion.,Assault on Violet Hold
2870,Defend the Violet Hold against the Legion incursion.,Assault on Violet Hold
2871,Defend the Violet Hold against the Legion incursion.,Assault on Violet Hold
2872,Defend the Violet Hold against the Legion incursion.,Assault on Violet Hold
2873,Unleash the hatred of ten thousand years.,The Final Countdown
2874,Defend Arluin while he opens the door to the Nightflow Conduit.,Knock Knock
2875,Place the Ephemeral Manastorm Projector in the Nightflow Conduit.,E.M.P.
2876,Survive the manastorm.,Weather the Storm
2895,Travel to the Broken Shore.,The Broken Shore
2896,Destroy all demons and structures on the beach.,Storm The Beach
2897,Slay Fel Commander Azgalor.,Defeat the Commander
2898,Locate Sylvanas and Baine.,Find The Others
2899,Destroy the demon portal to stop reinforcements.,Destroy the Portal
2900,Assault the demon city.,Raze the Black City
2901,Get to Tirion.,The Highlord
2902,Kill Krosus.,Krosus
2903,Hold the ridge until the Alliance have stopped Gul'dan.,Hold The Ridge
2904,Annihilate your enemies.,The Demon Within
2905,Reach the door to the Nightflow Conduit.,The Nightflow Conduit
2906,Defeat Maiev,The Huntress
2908,Explore the sprawling depths of The Arcway.,The Arcway
2909,Repair the Deactivated Moon Guard Portal.,Preparing for the Apocalypse
2910,Secure the rampart by defeating Xalian Felblaze.,The Road to Fel
2911,Enter the upper ramparts of the courtyard.,"Behold, the Endless March"
2912,Activate the remaining Moon Guard portals.,No Man An Island
2913,Destroy the Nihilam Portal and slay Balaadur to end the invasion.,True Sacrifice
2917,Enter Raven's Glory and destroy the Colossal Siegebreaker.,When Good Men Do Nothing
2918,Give Archmage Khadgar the signal to bring the fel barrier down.,Bring Down the Barrier
2919,Ask Magni to open the door to the Celestial Planetarium.,Enter the Planetarium
2923,Depart the Frozen Throne by taking the Acherus Waygate.,You Have Your Orders
2927,Xylem is draining Azeroth's Ley lines. You must stop him!,The Confrontation
2928,Secure the Grand Promenade.,Secure the Promenade
2929,,Secure the Concourse of Destiny
2930,The teleport failed and you are outside the Sanctum. Find a way in.,The New Plan
2931,Kill the ritualists at each Mana Generator to take down the barrier.,Breaking the Barrier
2932,Armsmaster Dalion stands guard at the entrance. Slay him to proceed.,The Fall of Dalion
2933,Defeat the Ancient Shieldguard,Defeat the Ancient Shieldguard
2934,Make your way deep into the Sanctum of Order and find the breach.,Breaking Through
2935,Use Withered to Drain Andaris's shield.,"Finally, Andaris"
2936,The way is clear to the Nighthold. Secure the entrance.,The Nighthold Beckons
2937,Andaris has fallen back to the breach. Slay her.,Death to Andaris
2938,A magical barrier bars the way. Find someway to break it.,Magic Bars the Way
2958,Learn about being a Hunter.,Combat Training
2959,Learn about Call Pet.,Call a Friend
2960,Learn about Harpoon.,Here I Come!
2961,Learn about Raptor Strike.,Clever Girl
2962,Learn about Kill Command.,"Pet, Attack!"
2963,Learn about Wildfire Bomb.,Uncomfortably Hot
2964,Use all your new abilities on the target dummy.,Putting It All Together
2966,Learn about Feign Death.,Playing Possum
2967,Use what you have learned to defeat a solo opponent.,A Quick Test
2968,Use what you have learned to defeat two opponents at the same time.,Twice the Challenge
2969,Defend the airship!,Defend Against the Assault
2970,Leave the airship and join the assault.,Orders from Command
2971,Learn about Serpent Sting.,Poison Delivery
2972,Learn about Flurry.,A Flurry of Frost
2973,,Trigger the Telemancy Trap
2977,asdf,step 1
2979,asdfasdfasdf,step 2
2980,Learn about Starfire.,Stars Alight
2981,The High Tinker's forces are preparing for battle. They'll need your help to stop Themaplugg in time.,A Helping Hand
2982,Defeat Agatha,Agatha's Lair
2983,Stop Xylem from channeling on the Focusing Iris.,Gaining Power
2985,The shadows within Xylem have been let loose! Protect Xylem as he restores the ley energy to Azeroth.,The Shadow Within
2992,You must prevent Thermaplugg's missile from launching to the Broken Isles!,Imminent Launch
2993,It's time to put an end to Sicco Thermaplugg's reign of terror once and for all.,Thermaplugg's End
2994,Let High Tinker Mekkatorque know when you are ready.,Operation Preparation
2995,Repel the demons invading the Fel Hammer,Repel the Invaders
2996,Retake the forge room,The Mother's Revenge
2997,Retake the control room,Gaining Control
2998,Listen to Kalec's Instruction,Prepare the Discs
2999,Disperse the disruptive elements in each disc.,Disperse the Elements
3000,Destroy the Legion ships,Mutual Destruction
3004,Deviate the deviate critters that are flourishing in the caverns.,Deviate Dangers
3005,The Son of Skum has awakened and blocks your way!,Son of Skum
3006,Battle the companions of the cavern's former druid inhabitants.,Legacy of Fangs
3007,Serpentis' own pet waits for you ahead.,Call of the Serpent
3008,Deviate ectoplasm continues to grow within the cavern. Clear it out.,Ectoplasmic Growth
3009,Someone else is here! Confront them!,Confront Shadowy Figure
3010,A spore of Verdan the Everliving is re-growing. Destroy it before it grows to full strength.,Everliving
3011,Break down the door!,Knock Knock...
3012,Detox diseased Brewers and recover 8 Barrels of Storm Brew.,Detoxification
3013,Break down to front doors to get outside.,Maniacal Laughter...
3018,Drink the Storm Brew. You won't explode. Unless you are secretly a demon...,Chug It!
3019,Gain access to the ship's computer system.,First Contact
3020,Close the legion portals to stop the attack on the brewery!,Demon Overload
3021,Overload the shield generators.,System Overload
3023,Initialize the self-destruct sequence.,This Ship Will Self-Destruct in...
3024,Defeat Mephistroth.,Lord Mephistroth
3025,Find Brewmaster Blanche!,Brewmasters Attack!
3038,,Black Rook Hold
3039,Defend the Violet Hold against the Legion incursion.,Assault on Violet Hold
3040,Defend the Violet Hold against the Legion incursion.,Assault on Violet Hold
3041,Defend the Violet Hold against the Legion incursion.,Assault on Violet Hold
3042,Infiltrate the Court of Stars and confront Grand Magistrix Elisande.,Court of Stars
3043,Defeat the forces of Xavius at the base of Shaladrassil.,Darkheart Thicket
3044,Enter the Eye of Azshara and stop the Wrath of Azshara from being unleashed upon the Broken Isles.,Eye of Azshara
3045,Prove your worth and claim the Aegis of Aggramar.,Halls of Valor
3046,Board the Naglfar and face Helya in her own domain.,Maw of Souls
3047,Defeat Dargrul's legions and recover the Hammer of Khaz'goroth before Highmountain is destroyed.,Neltharion's Lair
3048,Explore the sprawling depths of The Arcway.,The Arcway
3049,Search the Vault of the Wardens for Cordana Felsong and defeat her.,Vault of the Wardens
3050,You must destroy Kruul permanently in the Twisting Nether before he overruns your forces at the Broken Shore!,The Highlord's Return
3056,Stop Sigryn from confronting Odyn.,Defending the Halls
3057,Defeat Sigryn and her fel council.,The Fallen Shieldmaiden
3062,Aid Cenarius and his forces in defeating Crushfist.,Secure a Foothold
3063,Destroy the barrier blocking the tower entrance.,Open the Way
3064,Eliminate Wrath-Lord Akrazar.,Lord of the Tower
3065,Rout the invasion by defeating the Legion Commander overseeing the attack.,Defeat the Legion Commander
3068,Confront Raest.,A Brother Betrayed
3069,Defeat Raest and Karam.,The Prophecy Denied
3070,Tugar has gone to ground in the Cave of the Bloodtotem. It's time to put an end to him.,Taking Down Tugar
3071,Defeat Tugar Bloodtotem and Jormog the Behemoth.,Bloodtotem's Fall
3072,Locate the lost Titan vault near the Maelstrom.,A Call from the Depths
3073,Enter the Titan vault.,The Lost Observatory
3074,Defend yourself against the vault's defense mechanisms.,Constructs Awaken
3075,Activate the console to power up the custodian.,Custodial Matters
3076,Listen to the custodian's story.,The Seekers
3077,Choose 2 paladins to accompany you through Stratholme.,Choose Your Allies
3078,Search Stratholme for stashes of holy water and the three missing paladins. Destroy any unholy abominations you come across.,Search the City
3082,Speak with Cenarius to begin the assault.,Speak with Cenarius
3083,Reach the top of the tower.,Moving on up
3084,Ride the Dreamweavers' Hippogryphs up to the Legion Command Ship .,Up and Away
3085,Return to Grayson and give him the holy water.,Return to Grayson
3086,Channel your holy power through your artifact weapon onto the barding.,Imbue the Barding
3087,Find Baron Rivendare's remains in his crypt at the heart of Stratholme.,Ride to Rivendare's Crypt
